TracingCategoryID,Title,Title_En,IsFixed,Creator,CreationDate,LastModifier,LastModificationDate,Version
2,رديابي پيش فرض,Default Tracing,False,1,2018-03-05 13:34:03.357000,1,2018-03-05 13:34:03.357000,0
