OpeningOperationId,Date,AccountSLRef,VoucherRef,Description,Description_En,Version,Creator,CreationDate,LastModifier,LastModificationDate
2,2026-03-21 00:00:00,925,,بابت سند افتتاحيه سيستمي,,17,1,2019-03-12 09:39:37,10,2026-07-04 11:45:14
