PayrollConfigurationId,TopDailyInsurance,EmployeeInsurancePercent,EmployerInsurancePercent,UnemploymentInsurancePercent,HardWorkInsurance,SocialSecurityAccountRef,PaymentSocialSecurityAccountRef,NonTaxableSocialSecurityPercent,SupportingInsurancePercent,PaymentInsuranceAccountRef,SupportingInsuranceEmployeeElementRef,SupportingInsuranceEmployerElementRef,SupportingInsuranceCostAccountRef,PaymentSupportingInsuranceAccountRef,TopMonthlyLeave,TransferYearlyLeave,LeaveCostAccountRef,LeaveSavingAccountRef,TopNewYearBonus,NewYearBonusBaseFactor,NonTaxableNewYearBonus,NonTaxbleBonusRelatedToWorkTime,NewYearBonuCostAccountRef,WorkingHistoryYearlyDay,WorkingHistorySavingAccountRef,WorkingHistoryCostAccountRef,PaymentRound,PaymentAccountRef,PaymentRoundAccountRef,EmployeesCurrentAccountRef,CalculateNegativeTax,ShowAvailableLeaveInFish,LoanAccountRef,ShowAvailableLeaveInPayFish,UnemploymentAccountRef,HealthInsurancePercent
7,38792950.0000,7.0000,20.0000,3.0000,4.0000,729,694,1.0000,1.0000,692,110,115,,,1100,3960,848,731,498766500.0000,2.00,400000000.0000,True,727,30,712,730,3,697,701,697,False,True,654,True,732,1.0000
