PriceNoteItemID,PriceNoteRef,SaleTypeRef,ItemRef,UnitRef,Fee,CurrencyRef,Discount,CanChangeInvoiceFee,CanChangeInvoiceDiscount,AdditionRate,TracingRef,CustomerGroupingRef,LowerMargin,UpperMargin,EnforceFeeMargins
3,1,3,2068,2,4500000.0000,1,0.00,True,True,0.00,,,,,False
