CashId,Title,Title_En,DlRef,CurrencyRef,Rate,FirstAmount,FirstDate,Version,Creator,CreationDate,LastModifier,LastModificationDate,Balance
1,صندوق مركزي,صندوق مركزي,9,1,1.0000000000000000,0.0000,2024-03-19 00:00:00,5,1,2018-03-05 14:01:53,1,2024-03-04 10:20:23,1104550000.0000
