AreaAndPathId,Type,Code,Title,Title_En,IsActive,ParentAreaAndPathRef,Version,Creator,CreationDate,LastModifier,LastModificationDate
-5,0,0,منطقه و مسير,Area and Path,True,,0,1,2019-10-26 06:44:01.667000,1,2019-10-26 06:44:01.667000
