SchedulingId,Title,IsActive,StartDate,EndDate,Version,Creator,CreationDate,LastModifier,LastModificationDate
-1,هر روز,True,2018-03-21 00:00:00,2021-03-19 23:59:59,1,1,2018-03-31 08:57:19,1,2018-03-31 08:57:19
