LookupRef,LocaleName,Title
40616,en,Invoice
40617,ar,مستوي بيع البضائع في فترة زمنية محددة
40617,en,DatePeriodPerItem
40618,ar,مجموع البيع للفاتورات في فترة زمنية معيّنة
40618,en,DatePeriod
40619,en,Manual
40620,ar,بسيط
40620,en,Linear
40621,ar,خطوة خطوة
40621,en,Stepped
40622,ar,المقدار
40622,en,Qunatity
40623,ar,المبلغ
40623,en,Price
40624,ar,النسبة المئوية
40624,en,Percent
40625,ar,مبلغ
40625,en,Amount
40626,ar,المسجّل
40626,en,Saved
40627,ar,قبول تسوية الحساب شريطة دفع الشيك
40627,en,PayedIncludeCheque
40628,ar,تمت تسوية الحساب
40628,en,PayedExcludeCheque
40629,ar,الكل
40629,en,All
40630,ar,ضمن العناصر أدناه
40630,en,Include
40631,ar,كل بند باستثناء
40631,en,Exclude
40632,ar,تسجيل
40632,en,Registered
40632,ku,تۆماركردن
40633,ar,ملغي
40633,en,Revoked
40633,ku,هەڵوەشێنراو
40634,ar,البضائع
40634,en,Product
40634,ku,كەرەستە
40635,ar,خدمة
40635,en,Service
40635,ku,خزمەت
40636,ar,البضائع
40636,en,Asset product
40636,ku,كەرەستە
40637,ar,ممتلكات و الاوراق المالية
40637,en,Inventory
40637,ku,هەبوو
40638,ar,مخزونات المستهلكين للبيع
40638,en,Sale
40638,ku,هەبوو بۆ فرۆش
40639,ar,الرصيد القابل للبع مع احتساب الاحتياطي 
40639,en,SaleWithReserve
40639,ku,هەبوو بۆ فرۆش
40640,ar,آخرين قيمت خريد
40640,en,Last buy price
40640,ku,آخرين قيمت خريد
40641,ar,آخرين قيمت خريد تامين كننده
40641,en,Last buy price Of Vendor
40641,ku,آخرين قيمت خريد تامين كننده
40642,ar,المواقع الجغرافي
40642,en,Location
40642,ku,شوێنە جوگرافييەكان
40643,ar,بلد
40643,en,Country
40643,ku,وڵات
40644,ar,المحافظة
40644,en,State
40644,ku,پارێزگا
40645,ar,المدينة
40645,en,City
40645,ku,شار
40646,ar,قرية
40646,en,Village
40646,ku,گوند
40647,ar,الشراء
40647,en,Buy
40647,ku,كڕين
40648,ar,مبيعات
40648,en,Sale
40648,ku,فرۆش
40649,ar,الشراء و مبيعات
40649,en,Buy And Sales
40649,ku,كڕين و فرۆش
40650,ar,بيان الايصال
40650,en,Status
40650,ku,پوختەي هەلومەرج
40651,ar,الشراء و بيان الايصال
40651,en,Buy And Status
40651,ku,كڕين و پوختەي هەلومەرج
40652,ar,مبيعات و بيان الايصال
40652,en,Sales And Status
40652,ku,فرۆش و پوختەي هەلومەرج
40653,ar,الشراء و مبيعات و بيان الايصال
40653,en,Buy And Sales And Status
40653,ku,كڕين و فرۆش و پوختەي هەلومەرج
40654,ar,ImportBuy
40654,en,ImportBuy
40654,ku,ImportBuy
40655,ar,الشراء و ImportBuy
40655,en,Buy And ImportBuy
40655,ku,كڕين و ImportBuy
40656,ar,مبيعات و ImportBuy
40656,en,Sales And ImportBuy
40656,ku,فرۆش و ImportBuy
40657,ar,الشراء و مبيعات و ImportBuy
40657,en,Buy And Sales And ImportBuy
40657,ku,كڕين و فرۆش و ImportBuy
40658,ar,بيان الايصال و ImportBuy
40658,en,Status And ImportBuy
40658,ku,پوختەي هەلومەرج و ImportBuy
40659,ar,الشراء و بيان الايصال و ImportBuy
40659,en,Buy And Status And ImportBuy
40659,ku,كڕين و پوختەي هەلومەرج و ImportBuy
40660,ar,مبيعات و بيان الايصال و ImportBuy
40660,en,Sales And Status And ImportBuy
40660,ku,فرۆش و پوختەي هەلومەرج و ImportBuy
40661,ar,الشراء و مبيعات و بيان الايصال و ImportBuy
40661,en,Buy And Sales And Status And ImportBuy
40661,ku,كڕين و فرۆش و پوختەي هەلومەرج و ImportBuy
40662,en,StatusOwnerShip
40663,en,Buy And StatusOwnerShip
40664,en,Sale And StatusOwnerShip
40665,en,Buy And Sale And StatusOwnerShip
40666,en,Status And StatusOwnerShip
40667,en,Buy And Status And StatusOwnerShip
40668,en,Sale And Status And StatusOwnerShip
40669,en,Buy And Sale And Status And StatusOwnerShip
40670,en,Import And Status And StatusOwnerShip
40671,en,Buy and Import And StatusOwnerShip
40672,en,Sale And Import And StatusOwnerShip
40673,en,Buy And Sale And Import And StatusOwnerShip
40674,en,Status And Import And StatusOwnerShip
40675,en,Buy And Status And Import And StatusOwnerShip
40676,en,Sale And Status And Import And StatusOwnerShip
40677,ar,كل
40677,en,All
40677,ku,هه‌موو
40678,en,
40679,en,
40680,en,
40681,en,
40682,en,
40683,en,
40684,en,
40685,en,
40686,en,
40687,en,
40688,en,
40689,en,
40690,ar,الفاتورة
40690,en,Invoice
40690,ku,پسولە
40691,ar,ايصالات المخزون
40691,en,Invoice
40691,ku,رەسيدي كۆگا
40692,ar,فاتورة العودة
40692,en,Returned Invoice
40692,ku,گەرانەوەي پسولە
40693,ar,عودة الايصال
40693,en,Invoice
40693,ku,گەڕانەوەي رەسيد
40694,ar,فاتورة خدمات ترتيب
40694,en,Service Inventory Purchase Invoice
40694,ku,پسولەي كڕيني خزمەتگوزارييەكان
40695,ar,الفاتورة
40695,en,Status
40695,ku,پوختەي هەلومەرج
40696,en,InventoryReceiptTransport
40697,en,Export Sale Invoice
40698,en,Export Sale Returned Invoice
40699,en,Import Inventory Receipt
40700,en,Import Inventory Returned Receipt
40701,en,Asset Purchase Invoice
40702,en,AssetSale
40703,en,CustomsClearance
40704,en,BillOfLoading
40705,en,InsurancePolicy
40706,en,Medicine
40707,en,Tobacco
40708,en,Mobile
40709,en,Household Appliances
40710,en,Spare parts for vehicles
40711,en,Oil and Gas and Petrochemical Products and Derivatives
40712,en,"Gold, including billets, brooches and ornamental artifacts"
40713,en,Textiles and clothing
40714,en,toy
40715,en,"Livestock, white and red meat"
40716,en,Basic agricultural products
40717,en,Other items and services
40718,ar,الشراء
40718,en,Buy
40718,ku,كڕين
40719,ar,مبيعات
40719,en,Sale
40719,ku,فرۆش
40720,ar,شراء و بيع
40720,en,Buy And Sales
40720,ku,كڕين و فرۆش
40721,ar,بيان الايصال
40721,en,Status
40721,ku,پوختەي هەلومەرج
40722,ar,البيع و بيانات الايصال
40722,en,Buy And Status
40722,ku,كڕين و پوختەي هەلومەرج
40723,ar,شراء و بيانات الايصال
40723,en,Sales And Status
40723,ku,فرۆشي و پوختەي هەلومەرج
40724,ar,كل
40724,en,All
40724,ku,هه‌موو
40725,ar,الفاتورة
40725,en,Invoice
40725,ku,پسولە
40726,ar,ايصالات المخزون
40726,en,Invoice
40726,ku,رەسيدي كۆگا
40727,ar,فاتورة العودة
40727,en,Returned Invoice
40727,ku,گەرانەوەي پسولە
40728,ar,عودة الايصال
40728,en,Invoice
40728,ku,گەڕانەوەي رەسيد
40729,ar,فاتورة خدمات ترتيب
40729,en,Service Inventory Purchase Invoice
40729,ku,پسولەي كڕيني خزمەتگوزارييەكان
40730,ar,الفاتورة
40730,en,Status
40730,ku,پوختەي هەلومەرج
40731,ar,الفصلي
40731,en,Season
40731,ku,Season
40732,ar,شهريا
40732,en,Month
40732,ku,Month
40733,ar,غير المرسل
40733,en,NotSent
40733,ku,نەنێردراوە
40734,ar,المستعد لارسال
40734,en,ReadyToSend
40734,ku,ئامادەي ناردن
40735,ar,في حالة الإرسال
40735,en,Pending
40735,ku,خەريكي ناردن
40736,ar,المرسل
40736,en,Sent
40736,ku,نێردراوە
40737,ar,غير ناجح
40737,en,Failed
40737,ku,ناسەركەتوو
40738,ar,ألغيت
40738,en,Canceled
40738,ku,هەڵوەشێنراوە
40739,ar,غير معروف
40739,en,Unknown
40739,ku,ناڕوون
40740,en,None
40741,en,Party
40741,ku,لايەني مامەڵە
40742,en,User
40742,ku,بەكارھەنەر
40743,en,CustomContact
40743,ku,بەردەنگەكانيتر
40744,ar,أكبر من
40744,en,GreaterThan
40744,ku,گەورەتر
40745,ar,أكبر من أو يساوي
40745,en,GreaterOrEqual
40745,ku,گەورەتر يان بەرانبەر
40746,ar,الأصغر
40746,en,LessThan
40746,ku,بچووكتر
40747,ar,أقل من أو يساوي
40747,en,LessOrEqual
40747,ku,بچووكتر يان بەرانبەر
40748,ar,مماثل
40748,en,Like
40748,ku,هاوچەشن
40749,ar,مساوي
40749,en,Equal
40749,ku,بەرانبەر
40750,ar,غير متساوي
40750,en,NotEqual
40750,ku,نابەرانبەر
40751,ar,فارغ
40751,en,IsNull
40751,ku,خاڵي بێت
40752,ar,غير متشابه
40752,en,NotLike
40752,ku,ناهاوچەشن
40753,ar,ليس فارغا
40753,en,IsNotNull
40753,ku,خاڵي نەبێت
40754,ar,و
40754,en,AND
40754,ku,و
40755,en,OR
40755,ku,يان
40756,en,Registered
40757,en,Approved
40758,en,Rejected
40759,en,Dismissed
40760,ar,مكان للنشط
40760,en,Business
40760,ku,شوێني چالاكي
40761,ar,ارسال ايصال الفواتير
40761,en,Bill
40761,ku,ناردني ليستي ژمێرە
40762,ar,ارسال البضائع
40762,en,Shipping
40762,ku,ناردني كەرەستە
40763,ar,المستودع
40763,en,Warehouse
40763,ku,كۆگا
40764,ar,بيت
40764,en,Home
40764,ku,خانوو
40765,ar,الرسمي
40765,en,Official
40765,ku,رەسمي
40766,ar,بريدي
40766,en,Postal
40766,ku,پۆستيي
40767,ar,الآخر
40767,en,Misc.
40767,ku,ديكە
40768,ar,الشخص الحقيقي
40768,en,Individual
40768,ku,كەسي حەقێقي
40769,ar,كيان قانوني
40769,en,Company
40769,ku,كەسي حقۆقي
40770,ar,وزارة
40770,en,Ministry
40770,ku,وەزارەتخانە
40771,ar,مؤسسة حكومية
40771,en,Governmental institutions
40771,ku,رێكخراوەي حكوومي
40772,ar,الشركة الحومية
40772,en,Governmental Company
40772,ku,كۆمپانياي حكوومي
40773,ar,نظامات حكومية أخرى
40773,en,Other governmental units
40773,ku,فەرمانگەكاني‌تري حكوومي
40774,ar,الهيئات العامة و المنظمات غير الحكومية
40774,en,Non-governmental public institutions
40774,ku,رێكخراوە گشتيە ناحكووميەكان
40775,ar,قطاع خاص
40775,en,Private Sector
40775,ku,بەشي ئەهلي
40776,ar,الآخر
40776,en,Others
40776,ku,ديكە
40777,ar,هاتف المكتب
40777,en,Office Phone
40777,ku,تەلەفووني نووسينگە
40778,ar,الهواتف المحمولة
40778,en,Mobile
40778,ku,ژمارە مۆبايل
40779,ar,هاتف البيت
40779,en,Home Phone
40779,ku,تەلەفووني ماڵ
40780,ar,الهاتف أخرى
40780,en,Misc. Phone
40780,ku,تەلەفوونەكاني‌تر
40781,ar, الفاكس للمكتب
40781,en,Office Fax
40781,ku,فكسي نووسينگە
40782,ar, الفاكس للبيت
40782,en,Home Fax
40782,ku,فكسي ماڵ
40783,ar,الفاكس الآخر
40783,en,Misc. Fax
40783,ku,فكسەكاني‌تر
40784,ar,زبون
40784,en,Customer
40784,ku,كڕيار
40785,ar,المزود
40785,en,Vendor
40785,ku,دابينكار
40786,en,Broker
40787,ar, البيع من قبل آلات البيع
40787,en,FinalConsumer
40787,ku,فرۆش لە لايەن ماشێنەكاني فرۆشەوە
40788,ar,عادي
40788,en,Normal
40788,ku,ئاسايي
40789,ar,جانب الصفقة الخارجية الذي ليست لهم أنشطة التجارة الخارجية والاقتصادية  في إيران
40789,en,Export
40789,ku,لايەني مامەڵەي دەرەكي كە لە ئێراند مۆڵەت و چالاكي ئابوورييان نييە
40790,ar, التحذير في حالة ازدياد البقية من ائتمان الحساب
40790,en,Warning
40791,ar,منع العملية  في حالة ازدياد البقية من ائتمان الحساب
40791,en,Deny
40792,ar,لا شيء
40792,en,None
40793,ar,إيراني
40793,en,Iranian
40793,ku,ئێراني
40794,ar,غير الإيرانية
40794,en,Other
40794,ku,غەيرە ئێراني
40795,en, 
40796,ar,عزب
40796,en,Single
40796,ku,زگورتي
40797,ar,متزوج
40797,en,Married
40797,ku,هاوسەردار
40798,ar,المعدل
40798,en,Divorced
40798,ku,خێزاندار
40799,en, 
40800,ar,أمي
40800,en,Uneducated
40800,ku,نەخوێندەوار
40801,ar,الملمين بالقراءة و الكتابة منخفضة
40801,en,Undergraduate Elementary
40801,ku,خوێندەواريي كەم
40802,ar,المدارس الابتدائية
40802,en,Elementary
40802,ku,سەرەتايي
40803,ar,دورة الثلث في المدارس الإعدادية
40803,en,Postgraduate Elementary
40803,ku,سيكل
40804,ar,قبل دبلوم
40804,en,Undergraduate Diploma
40804,ku,ژێر ديپلۆم
40805,ar,دبلوم أو ما يعادلها
40805,en,Diploma
40805,ku,ديپلۆم يان هاوتاي
40806,ar,البكالوريوس أو ما يعادلها
40806,en,Bachelor Degree
40806,ku,كارناسيي يان هاوتاي
40807,ar,الماجستير أو ما يعادلها
40807,en,Master Degree
40807,ku,كارناسي باڵا يان هاوتاي
40808,ar,الدكتوراه أو ما يعادلها
40808,en,Doctoral Degree
40808,ku,دوكتۆري يان هاوتاي
40809,ar,فوق دكتري يا معادل آن
40809,en,Post Doctoral Degree
40809,ku,پسپۆڕيي يان هاوتاي
40810,ar,شهادة جامعية بدرجة الزمالة
40810,en,Super Diploma
40810,ku,بان ديپلۆم
40811,en, 
40812,ar,القيام به
40812,en,Done
40812,ku,ئەنجام دراو
40813,ar,لم تفعل
40813,en,Still Not Done
40813,ku,ئەنجام نەدراو
40814,ar,الإعفاء الطبي
40814,en,Medical Exemption
40814,ku,بەخشراويي پزيشكي
40815,ar,الإعفاءات غير طبية
40815,en,Other Exemption
40815,ku,بەخشراويي غەيرە پزيشكي
40816,ar,شراءخدمة النظام
40816,en,Boughten
40816,ku,كڕيني خزمەت
40817,ar,المصابون في الحرب
40817,en,Victimd of War
40817,ku,گيانباز
40818,ar,الحرّ
40818,en,Prison of War
40818,ku,ئازادە
40819,ar,قدامى المحاربين
40819,en,War Veteran
40819,ku,ئيسارگەر
40820,ar,العمل
40820,en,Working Time
40820,ku,كاركرد
40821,ar,فوائد
40821,en,Bonus
40821,ku,سەربەشيي
40822,ar,الخصومات
40822,en,Leakage
40822,ku,داشكاوەكان
40823,ar,التزامات صاحب العمل
40823,en,Employer Commitment
40823,ku,بەڵێنەكاني خاوەنكار
40824,en,
40825,ar,رسوم الاستشارة والإشراف والمكافآت
40825,en,Consulting and Advisory Fee (Column number 15)
40825,ku,مبلغ حق الزحمه/حق مشاوره/حق حضور/حق نظارت/حق التاليف/ حق فني/ پاداش شوراي حل اختلاف
40826,ar,مبالغ عقود البحث
40826,en,Research Contract Amount (Column number 16)
40826,ku,مبلغ قراردادهاي پژوهشي
40827,ar,عمل إضافي
40827,en,Overtime (Column number 17)
40827,ku,اضافه كاري
40828,ar,نفقات السفر
40828,en,Travel Expenses (Column number 18)
40828,ku,هزينه سفر
40829,ar,(فوق العاده مسافرت (ماموريت
40829,en,Travel Allowance (Column number 19)
40829,ku,(فوق العاده مسافرت (ماموريت
40830,ar,مكافأة الأداء
40830,en,Performance Bonus (Column number 20)
40830,ku,كارانه
40831,ar,مكافآت باستثناء مكافآت نهاية العام والخدمة
40831,en,Reward Excluding Year-End and Service Completion (Column number 21)
40831,ku,پاداش )به استثناي پاداش آخر سال و پاداش پايان خدمت و پاداش بهره وري)
40832,ar,مكافأة نهاية الخدمة
40832,en,Service Completion Bonus (Column number 24)
40832,ku,پاداش پايان خدمت
40833,ar,تعويض الإقالة
40833,en,Dismissal Compensation (Column number 25)
40833,ku,خسارت اخراج
40834,ar,شراء مدة الخدمة
40834,en,Service Buyback (Column number 26)
40834,ku,بازخريد خدمت
40835,ar,رسوم التدريس والبحث
40835,en,Teaching and Research Fee (Column number 36)
40835,ku,حق التدريس/حق التحقيق/ حق پژوهش
40836,ar,رسوم المناوبة
40836,en,On-Call Duty Fee (Column number 37)
40836,ku,حق كشيك
40837,ar,الرفاهية والتحفيز والإنتاجية
40837,en,"Welfare, Motivational and Productivity (Column number 38)"
40837,ku,رفاهي و انگيزشي و بهره وري
40838,ar,حق السعي (به استثناي مزد، حقوق، پاداش
40838,en,Wage Right Excluding Salary and Bonus (Column number 39)
40838,ku,حق السعي (به استثناي مزد، حقوق، پاداش
40839,ar,مزاياي غير نقدي
40839,en,Non-cash benefits
40839,ku,مزاياي غير نقدي
40840,ar,العمل-اليوم
40840,en,Working Day
40840,ku,كاركرد_ رۆژ
40841,ar,العمل -ساعة و دقيقة.
40841,en,Working Hours
40841,ku,كاركرد_ كاتژمێر و خولەك
40842,ar,التشغيل والعمل- في المئة
40842,en,Working Percent
40842,ku,كاركرد_لەسەديي
40843,ar,عقدي-ثابت
40843,en,Contract
40843,ku,بە گرێبەست_ نەگۆڕ
40844,ar,الحاسبات
40844,en,Calculated
40844,ku,ژمێركاري
40845,ar,الإدخال اليدوي
40845,en,Manual Entry
40845,ku,تۆماري دەستيي
40846,ar,عادي
40846,en,Normal
40846,ku,ئاسايي
40847,ar,استثنائي
40847,en,Unexpected
40847,ku,تايبەت
40848,en,
40849,ar,يوميا
40849,en,Daily
40849,ku,رۆژانە
40850,ar,ساعة
40850,en,Hourly
40850,ku,كاتژمێريي
40851,ar,في المئة / عدد
40851,en,PercentNumber
40851,ku,لەسەد/ ژمارە
40852,en,
40853,ar,رقم ثابت
40853,en,FixPoint
40853,ku,ژمارەي نەگۆڕ
40854,ar,أيام الشهر
40854,en,MonthDay
40854,ku,رۆژەكاني مانگ
40855,ar,عدم الإعفاء
40855,en,Normal(Taxable)
40855,ku,نەبووني بەخشراويي
40856,ar,الممارسين في المناطق المحرومة
40856,en,Leakage
40856,ku,ئيشكەراني ناوچە هەژارەكان
40857,ar,الأحرار
40857,en,Prison of War
40857,ku,ئازادەكان
40858,ar,المصابون في الحرب
40858,en,Victimd of War
40858,ku,گيانباز
40859,ar,موظفو القوات المسلحة
40859,en,Military
40859,ku,ئەنداماني هێزە سەربازيەكان
40860,ar,وزارة المعلومات
40860,en,InformationMiministry
40860,ku,وەزارەتي هەواڵگري (ئيتڵاعات)
40861,ar,المناطق الحرة للتجارية-الصناعية
40861,en,Free Land
40861,ku,ناوچەكاني ئازادي بازرگاني_ پيشەسازي
40862,ar,الحرّ و المعاق
40862,en,Prison & Victimd of War
40862,ku,ئازادە و گيانباز
40863,ar, المتقاعد، واجب الموظف و أصحاب المعاشات التقاعدية
40863,en,Retired
40863,ku,خانەنشين، كادێر و مووچەخۆر
40864,ar,الضمان الاجتماعي
40864,en,Social Security
40864,ku,دابينكاري كۆمەڵايەتي
40865,ar,وزارة المالية
40865,en,Ministry of Economy
40865,ku,وەزارەتي دارايي
40866,ar,التأمين التكميلي
40866,en,Supporting Insurance
40866,ku,بيمەي تەواوكەرەوە
40867,en,
40868,ar,التعديل الشهري
40868,en,Monthly Adjustment
40868,ku,هاوسەنگي مانگانە
40869,ar,التعديل السنوي
40869,en,Annual Adjustment
40869,ku,هاوسەنگي ساڵانە
40870,ar,دون تعديل
40870,en,No Adjustment
40870,ku,بەبێ هاوسەنگي
40871,ar,تعديل شهري على مستوى الشهر
40871,en,Monthly Adjustment Base On Month
40871,ku,بەبێ هاوسەنگي
40872,ar,الشخص الحقيقي
40872,en,Individual
40872,ku,كەسي حەقێقي
40873,ar,شخص قانوني
40873,en,Company
40873,ku,كەسي حقۆقي
40874,ar,وزارة
40874,en,Ministry
40874,ku,وەزارەتخانە
40875,ar,مؤسسة حكومية
40875,en,Governmental Institute
40875,ku,رێكخراوەي حكوومي
40876,ar,الشركة الحومية
40876,en,Governmental Company
40876,ku,كۆمپانياي حكوومي
40877,ar,نظامات حكومية أخرى
40877,en,Other Governmental Systems
40877,ku,فەرمانگەكاني‌تري حكوومي
40878,ar,الهيئات العامة و المنظمات غير الحكومية
40878,en,Non-Governmental Organizations
40878,ku,رێكخراوە گشتيە ناحكووميەكان
40879,ar,قطاع خاص
40879,en,Private Section
40879,ku,بەشي ئەهلي
40880,ar,آخر دافعي الرواتب 
40880,en,Other Employers
40880,ku,پێدەرەكاني‌تري مووچە
40881,ar,رجل
40881,en,Male
40881,ku,پياو
40882,ar,امرأة
40882,en,Female
40882,ku,ژن
40883,ar,آخر
40883,en,Other
40883,ku,ديكە
40884,ar,الإدارة المالية
40884,en,Official&Financial
40884,ku,ئيداري ماڵيي
40885,ar,التعليم الثقافي
40885,en,Cultural&Didactic
40885,ku,راهێنانيي فەرهەنگي
40886,ar,الشؤون الاجتماعية
40886,en,Social Tasks
40886,ku,بابەتە كۆمەڵايەتيەكان
40887,ar,تكنولوجيا المعلومات
40887,en,Information Technology
40887,ku,تەكنۆلۆژياي زانياري
40888,ar,صحة و علاج
40888,en,Hygiene&Treatment
40888,ku,تەندروستي و دەرمان
40889,ar,التقنية و الهندسة
40889,en,Engineering
40889,ku,تەكنيكي ئەندازياري
40890,ar,الخدمات
40890,en,Services
40890,ku,خزمەتگوزارييەكان
40891,ar,الزراعة و البيئة
40891,en,Agronomy&Nature
40891,ku,كشتوكاڵ و ژينگە
40892,ar,التسويق و المبيعات
40892,en,Marketing&Sales
40892,ku,بازاڕدۆزينەوە و فرۆش
40893,ar,حراست و نگهباني
40893,en,Guarding
40893,ku,پاراستن
40894,ar,العمل
40894,en,Labor
40894,ku,كرێكاري
40895,ar,النقل
40895,en,Transport
40895,ku,گواستنەوەيي
40896,ar,ضبط الجودة
40896,en,Production
40896,ku,وەبەرهێنان
40897,ar,بحث
40897,en,QualityControl
40897,ku,كۆنترۆڵي كوالێتي
40898,ar,التخزين
40898,en,Research
40898,ku,توێژينەوە
40899,ar,التخزين
40899,en,Storekeeping
40899,ku,كۆگا داري
40900,ar,القضاة
40900,en,Judgment
40900,ku,دادوەرەكان
40901,ar,أعضاء هيئة التدريس في الجامعات و مؤسسات التعليم العالي
40901,en,University Teaching
40901,ku,ئەنداماني لێژنەي زانستيي زانكۆكان و رێكخراوەكاني خوێندني باڵا
40902,ar,عادي
40902,en,Normal
40903,ar,معاق
40903,en,Handicapped In War
40904,ar,ابن شهيد
40904,en,Martyr's Child
40905,ar,الحرّ
40905,en,Former PoW
40906,ar,القوات المسلحة (قوات الأمن و القوات العسكرية)
40906,en,Armed Forces(Military Or Police)
40907,ar,سائر المشمولين بالبند 14 من المادة 91
40907,en,Others Subject To Clause 14 Art 91
40908,ar,الرعايا الأجانب المشمولون بقانون تجنب استيفاء الضرائب المضاعفة
40908,en,Foreign Nationals Subject To Double Taxation Avoidance
40909,ar,مشمولين ماده 25 قانون حمايت از حقوق معلولان
40909,en,Persons with Disabilities Subject To Art 25
40909,ku,مشمولين ماده 25 قانون حمايت از حقوق معلولان
40910,en,Salery
40911,en,New Year Bonus
40912,ar,مدفوع
40912,en,Payed
40912,ku,پێدراو
40913,ar,المستردّ
40913,en,Refunded
40913,ku,گێڕاوە
40914,ar,ملغي
40914,en,Voided
40914,ku,هەڵوەشێنراو
40915,ar,إلى الزبون
40915,en,Customer Payment
40915,ku,بۆ كڕيار
40916,ar,المدفوعات إلى الآخر
40916,en,Payment to ...
40916,ku,پێدان بە كەساني‌تر
40917,ar,مصرف للمصرف
40917,en,Bank to Bank
40917,ku,بانك بۆ بانك
40918,ar,البنك للصندوق
40918,en,Bank To Cash
40918,ku,بانك بۆ بوخچە
40919,ar,صندوق بنك
40919,en,Cash To Bank
40919,ku,بوخچە بۆ بانك
40920,ar,صندوق بالصناديق
40920,en,Cash To Cash
40920,ku,بوخچە بۆ بوخچە
40921,ar,ضمان
40921,en,Guarantee
40921,ku,مسۆگەر
40922,ar,Broker Payment
40922,en,Broker Payment
40922,ku,Broker Payment
40923,ar,لتوفير
40923,en,Vendor Payment
40923,ku,Vendor Payment
40924,en,Bankfee
40924,ku,Bankfee
40925,en,PettyCash Payment
40926,en, 
40927,ar,مدت دار
40927,en,Post Dated
40927,ku,ماوەدار
40928,ar,يوم
40928,en,Current
40928,ku,رۆژ
40929,ar,استرداد الشيكات المستحقة للاستلام
40929,en,Refund ReceiptCheque
40929,ku,گەرانەوەي چەكي وەرگيراو 
40930,ar,اعادة شيكات المبالغ الفائضة المستحقة
40930,en,Refund Payment Cheque
40930,ku,گەرانەوي چەكي پێدراو
40931,ar,اعادة الشيك المستفاد
40931,en,Return Spended Cheque
40931,ku,هەڵگەڕانەوەي چەكي خەرج كراو
40932,ar,النقد
40932,en,Cash
40932,ku,نەختيي
40933,ar,غير النقدية
40933,en,Non-Cashe
40933,ku,غەيرە نەختي
40934,ar,تقديم القائمة من دون دفع الأجر
40934,en,List without payment
40934,ku,پێشكەش كردني ليست بەبێ پێدان
40935,ar,شيك شخصي
40935,en,Personal Check
40936,ar,تسديد عن طريق بطاقة الائتمان
40936,en,POS(Payment Card)
40937,ar,حوالة مصرفية
40937,en,Bank Transfer
40938,ar,إذني
40938,en,Promissory Note
40939,ar,شيك مضمون
40939,en,Gauranteed Check/Certified Check
40940,ar,إيداع الخزانة
40940,en,Treasury
40941,en, 
40942,ar,ساير
40942,en,Other
40942,ku,ديكە
40943,ar,البنك ملي
40943,en,Melli
40943,ku,بانكي ميللي
40944,ar,بنك صادرات
40944,en,Saderat
40944,ku,بانكي سادرات
40945,ar,بنك ملت
40945,en,Mellat
40945,ku,بانكي ميللەت
40946,ar,بنك سبه
40946,en,Sepah
40946,ku,بانكي سپە
40947,ar,البنك كشاورزي
40947,en,Keshavarzi
40947,ku,بانكي كشاورزي
40948,ar,بنك رفاه كارگران
40948,en,Refah
40948,ku,بانكي رفا كارگران
40949,ar,بنك تنمية الصادرات
40949,en,Tosee Saderat
40949,ku,بانكي تۆسعەي سادرات
40950,ar,بنك  مسكن
40950,en,Maskan
40950,ku,بانكي مەسكەن
40951,ar,بنك التجارة
40951,en,Tejarat
40951,ku,بانكي تجارەت
40952,ar,البنك بارسيان
40952,en,Parsian
40952,ku,بانكي پارسيان
40953,ar,بنك الاقتصاد النوين
40953,en,Eghtesad Novin
40953,ku,بانكي اقتسادي نوين
40954,ar,البنك باسارغاد
40954,en,Pasargad
40954,ku,بانكي پاسارگاد
40955,ar,بنك سرماية
40955,en,Sarmaie
40955,ku,بانكي سەرمايە
40956,ar,بنك سامان
40956,en,Saman
40956,ku,بانكي سامان
40957,ar,بنك الصناعة و المعادن
40957,en,Sanat o Madan
40957,ku,بانكي سەنعەت و مەعدەن
40958,ar,بنك بريد البنك
40958,en,Post Bank
40958,ku,بانكي پۆست بانك
40959,ar,بنك كارآفرين
40959,en,Kar Afrain
40959,ku,بانكي كارافەرين
40960,ar,الحسابات الشهرية
40960,en,MonthlyCalculation
40960,ku,ژمێرياري مانگانە
40961,ar,تخزين السنوات
40961,en,WorkingHistorySaving
40961,ku,پاشەكەوتي ساڵەكان
40962,ar,استرداد شراء السنوات  
40962,en,WorkingHistoryRepayment
40962,ku,كڕينەوەي ساڵەكان
40963,ar,تخزين الإجازة
40963,en,LeaveSaving
40963,ku,پاشەكەوتي مۆڵەت
40964,ar,استرداد شراء الإجازة
40964,en,LeaveRepayment
40964,ku,كڕينەوەي مۆڵەت
40965,ar,أجور العيد
40965,en,NewYearBonus
40965,ku,پێداني جێژنانە
40966,ar,الطلب
40966,en,Claim
40966,ku,داواكاري
40967,ar,دين
40967,en,Debt
40967,ku,قەرز
40971,en,Day
40972,en,Hour - Minute
40973,en,Day - Hour - Minute
40974,en,Waiting
40975,en,Sending
40976,en,Sent
40977,en,Failed
40978,en,Canceled
40979,en,Sent
40980,en,غير قابل ويرايش
40981,en,قابل ويرايش
40982,en,New
40983,en,Edit
40984,en,Delete
40985,en,Disable
40986,en,Enable
40987,en,Get
40988,en,Unknown
40989,en,Official
40990,en,Hourly
40991,en,Piofy
40992,ar,رمز البضائع
40992,en,Item Code
40992,ku,كۆدي كەرەستە
40993,ar,باركود البضائع
40993,en,Item Barcode
40993,ku,باركۆدي كەرەستە
40994,ar,مسجل
40994,en,Registered
40994,ku,تۆماركراو
40995,ar,ملغي
40995,en,Revoked
40995,ku,هەڵوەشێنراو
