LookupRef,LocaleName,Title
41392,en,Tehran_Shargh
41392,ku,شاري تاران_رۆژهەڵات
41393,ar,مدينة طهران - مركز
41393,en,Tehran_Markaz
41393,ku,شاري تاران_ناوەند
41394,ar,مدينة طهران - موديان الكبير
41394,en,Tehran_Bozorg
41394,ku,شاري تاران_پيتاكدەراني گەورە
41395,ar,مدينة طهران - شمال
41395,en,Tehran_Shomal
41395,ku,شاري تاران_باكوور
41396,ar,مركزي
41396,en,Markazi
41396,ku,ناوەنديي
41397,ar,محافظة طهران  - مدينة ري / جنوب
41397,en,Tehran_Rey
41397,ku,پارێزگاي تاران_ شاري رەي/ باشوور
41398,en,Alborz
41399,ar,محافظة طهران - شميرانات / شمال
41399,en,Tehran_Shemiran
41399,ku,پارێزگاي تاران_ شەميرانات/ باكوور
41400,ar,محافظة طهران - شهريار / الغربية
41400,en,Tehran_Shariar
41400,ku,پارێزگاي تاران_شەهريار/ رۆژئاوا
41401,ar,محافظة طهران - بومهن/ الشرق
41401,en,Tehran_Bomhen
41401,ku,پارێزگاي تاران_بوومێهێن/ رۆژهەڵات
41402,ar,جيلان
41402,en,Gilan
41402,ku,گيلان
41403,ar,أردبيل
41403,en,Ardebil
41403,ku,ئەردەبێڵ
41404,ar,قم
41404,en,Ghom
41404,ku,قۆم
41405,ar,قزوين
41405,en,Ghazvin
41405,ku,قەزوين
41406,ar,كلستان
41406,en,Golestan
41406,ku,گوڵستان
41407,ar,سيستان وبلوشستان
41407,en,Sistan_Balochetan
41407,ku,سيستان و بەلووچستان
41408,ar,يزد
41408,en,Yazd
41408,ku,يەزد
41409,ar,بوشهر
41409,en,Booshehr
41409,ku,بووشێهر
41410,ar,سمنان
41410,en,Semnan
41410,ku,سمنان
41411,ar,المبيعات المحلية
41411,en,Domestic Market
41411,ku,فرۆشي ناوخۆ
41412,ar,مبيعات التصدير
41412,en,Export Market
41412,ku,فرۆشي هەناردەكاري
41413,ar,الناشط
41413,en,ACTIVE
41413,ku,چالاك
41414,ar,غير النشيط
41414,en,INACTIVE
41414,ku,ناچالاك
41415,ar,البضائع
41415,en,Part
41415,ku,كەرەستە
41416,ar,خدمة
41416,en,Service
41416,ku,خزمەت
41417,en,
41418,ar,سعر البيع الأخير
41418,en,Last sale price
41418,ku,كۆتايي نرخي فرۆشتن
41419,ar,سعر البيع الأخير للزبائن
41419,en,Last sale price to customer
41419,ku,كۆتايي نرخي فرۆشتن بۆ كڕيار
41420,ar,سعر الشراء الأخير
41420,en,Last bu price
41420,ku,كۆتايي نرخي كڕين
41421,ar,فاتورة المبيعات
41421,en,Invoice
41421,ku,پسول?ي فر?ش
41422,ar,فاتورة العودة
41422,en,ReturnedInvoice
41422,ku,گ?ران?و?ي پسول?
41423,en,Monthly
41423,ku,مانگانە
41424,en,Yearly
41424,ku,ساڵانە
41425,ar,فاتورة المبيعات
41425,en,Invoice
41425,ku,پسولەي فرۆش
41426,ar,فاتورة الشراء
41426,en,Purchase Invoice
41426,ku,داواكاري
41427,ar,ايصالات التخزين
41427,en,Inventory Receipt
41427,ku,رەسيدي كۆگا
41428,ar,قروض الموظفين
41428,en,Personel Loan
41428,ku,وامي كارمەندي
41429,ar,القروض المصرفية
41429,en,Bank Loan
41429,ku,قەرزي بانكيي
41430,ar,أخرى - التحميل
41430,en,Other Receivable
41430,ku,ديكە_وەرگرتني
41431,ar,أخرى - تدفع
41431,en,Other Payable
41431,ku,ديكە_پێداني
41432,ar,فاتورة شراء الخدمات
41432,en,Service Purchase Invoice
41432,ku,پسولەي كڕيني خزمەتگوزارييەكان
41433,ar,تسوية
41433,en,Paid
41433,ku,ساوكراو
41434,ar,غير التسوية
41434,en,Not Paid
41434,ku,ساونەكراو
41435,ar,أول قسط
41435,en,First Shred
41435,ku,يەكەم قيست
41436,ar,آخر قسط
41436,en,Last Shred
41436,ku,دوايين قيست
41437,ar,أسود
41437,en,Black
41437,ku,رەش
41438,ar,أزرق
41438,en,Blue
41438,ku,شين
41439,ar,فضة
41439,en,Silver
41439,ku,زيوين
41440,ar,زجاجي
41440,en,VistaGlass
41440,ku,شووشەيي
41441,ar,سلسلة
41441,en,String
41441,ku,بەش
41442,ar,عدد صحيح
41442,en,Integer
41442,ku,ژمارەي تەواو
41443,ar,عدد الفاصلة العشرية
41443,en,Decimal
41443,ku,ژمارەي دەيانە
41444,ar,التاريخ
41444,en,Date
41444,ku,رێكەوت
41445,ar,حلقة الوصل
41445,en,Url
41445,ku,لينك
41446,ar,الناشط
41446,en,Active
41446,ku,چالاك
41447,ar,مغلق
41447,en,Closed
41447,ku,داخراو
41448,ar,اللغة الفارسية
41448,en,Persian
41448,ku,فارسي
41449,ar,الإنجليزية
41449,en,English
41449,ku,ئينگليزي
41450,ar,كردي
41450,en,Kurdish
41450,ku,كۆردي
41451,ar,العربية
41451,en,Arabic
41451,ku,عربي
41452,ar,هجرية شمسية
41452,en,Persian
41452,ku,كۆچي هەتاوي
41453,ar,الميلادي
41453,en,Christian
41453,ku,زاييني
41454,ar,يساوي
41454,en,equals
41454,ku,يەكسانە لەگەڵ
41455,ar,أكبر من
41455,en,greater than
41455,ku,گەورەتر لە
41456,ar,أكبر من أو يساوي
41456,en,greater than or equal
41456,ku,گەورەتر يان بەرانبەرە لەگەڵ
41457,ar,أقل من
41457,en,less than
41457,ku,بچووكترە لە
41458,ar,أقل من أو يساوي
41458,en,less than or equal
41458,ku,بچووكتر يان بەرانبەرە لەگەڵ
41459,ar,خلافا ل
41459,en,not equals
41459,ku,دژە لەگەڵ
41460,ar,تلقائيا
41460,en,Automatic
41460,ku,ئوتۆماتيك
41461,ar,كتيب يدوي
41461,en,Manual
41461,ku,دەستيي
41462,en,
41463,ar,نيسان
41463,en,January
41463,ku,خاكەلێوە
41464,ar,مايو
41464,en,February
41464,ku,گوڵان
41465,ar,حزيران
41465,en,March
41465,ku,جۆزەردان
41466,ar,تموز
41466,en,April
41466,ku,پووشپەڕ
41467,ar,آب
41467,en,May
41467,ku,گەلاوێژ
41468,ar,أيلول
41468,en,June
41468,ku,خەرمانان
41469,ar,تشرين الاول
41469,en,July
41469,ku,رەزبەر
41470,ar,تشرين الثاني
41470,en,August
41470,ku,گەڵاڕێزان
41471,ar,كانون الاول
41471,en,September
41471,ku,سەرماوەز
41472,ar,شهر أكتوبر 10
41472,en,October
41472,ku,بەفرانبار
41473,ar,شهر نوفمبر 11
41473,en,November
41473,ku,رێبەندان
41474,ar,مارس
41474,en,December
41474,ku,رەشەمە
41475,ar,الزبائن و المبيعات
41475,en,Customers & Sales
41475,ku,كڕياران و فرۆش
41476,ar,الموردين و المستودعات
41476,en,Vendors & Inventory
41476,ku,دابينكاران و كۆگا
41477,ar,التلقي و الدفع
41477,en,Receipt & Payment
41477,ku,وەرگرتن و پێدان
41478,ar,المحاسبة
41478,en,Accounting
41478,ku,ژمێرياري
41479,ar,الرواتب و الاجور
41479,en,Payroll
41479,ku,مووچە و حەقدەست
41480,ar,البيع بالتجزئة
41480,en,Point of sale
41480,ku,وردەفرۆشي
41481,ar,تعاقد
41481,en,Contract
41481,ku,بەڵێندارێتيي
41482,ar,ترتيب العمل
41482,en,Work Order
41482,ku,داواكاري
41483,en,Fixed Asset Management
41484,en,Communication
41485,en,Distribution
41486,ar,طلبات الشراء
41486,en,Purchase orders Management
41487,en,Internal Logistic
41488,en,Logistic
41489,en,CompanyDashboard
41490,en,TaxPayer
41491,ar,الشركة
41491,en,Company
41491,ku,كۆمپانيا
41492,ar,الإعدادات
41492,en,Configurations
41492,ku,رێكخستنەكان
41493,ar,ممتلكات
41493,en,Entity
41493,ku,بوونەتي
41494,ar,تحقيق
41494,en,Script
41494,ku,تاوتوێ
41495,ar,إكسيل
41495,en,Entity
41495,ku,ئەكسێل
41496,ar,النص
41496,en,Text
41496,ku,دەق
41497,ar,DBF
41497,en,DBF
41497,ku,DBF
41498,en,
41499,ar,تلقى
41499,en,Imported
41499,ku,وەرگيرا
41500,ar,خطأ
41500,en,Error
41500,ku,كێشە
41501,ar,فاصلة
41501,en,Camma
41501,ku,كاما
41502,ar,علامة التبويب
41502,en,Tab
41502,ku,تێب
41503,ar,مسافة فارغة
41503,en,Space
41503,ku,مەوداي بەتاڵ
41504,ar,لا شيء
41504,en,None
41504,ku,هيچ‌يەك
41505,ar,فاصلة منقوطة
41505,en,Semicolon
41505,ku,كاما نوختە
41506,en,
41507,ar,ربيع
41507,en,spring
41507,ku,بەهار
41508,ar,الصيف
41508,en,summer
41508,ku,هاوين
41509,ar,الربيع / الصيف
41509,en,spring/summer
41509,ku,بەهار/ هاوين
41510,ar,الخريف
41510,en,fall
41510,ku,پاييز
41511,ar,الربيع / الخريف
41511,en,fall
41511,ku,بەهار/ پاييز
41512,ar,الصيف / الخريف
41512,en,fall
41512,ku,هاوين/ پاييز
41513,ar,الربيع / الصيف / الخريف
41513,en,fall
41513,ku,بەهار/ هاوين/ پاييز
41514,ar,شتاء
41514,en,winter
41514,ku,زستان
41515,ar,الربيع / شتاء
41515,en,spring
41515,ku,بەهار/ زستان
41516,ar,صيف / شتاء
41516,en,summer
41516,ku,هاوين/ زستان
41517,ar,ربيع / صيف / شتاء
41517,en,spring/summer
41517,ku,بەهار/ هاوين/ زستان
41518,ar,خريف / شتاء
41518,en,fall
41518,ku,پاييز/ زستان
41519,ar,الربيع / الخريف / الشتاء
41519,en,fall
41519,ku,بەهار/ بەهار/ زستان
41520,ar,الصيف / الخريف / الشتاء
41520,en,fall
41520,ku,هاوين/ پاييز/ زستان
41521,ar,الصيف / الخريف / الشتاء
41521,en,fall
41521,ku,بەهار/ هاوين/ پاييز/ زستان
41522,en,
41523,en,
41524,en,
41525,en,
41526,en,
41527,en,
41528,en,
41529,en,
41530,en,
41531,en,
41532,en,
41533,en,
41534,en,
41535,en,
41536,en,
41537,en,
41538,en,
41539,en,
41540,en,
41541,en,
41542,en,
41543,en,
41544,en,
41545,en,
41546,en,
41547,en,
41548,en,
41549,en,
41550,en,
41551,en,
41552,en,
41553,en,
41554,en,
41555,en,
41556,en,
41557,en,
41558,en,
41559,en,
41560,en,
41561,en,
41562,en,
41563,en,
41564,en,
41565,en,
41566,en,
41567,en,
41568,en,
41569,en,
41570,en,
41571,en,
41572,en,
41573,en,
41574,en,
41575,en,
41576,ar,فاتورة المبيعات
41576,en,1.Sales Invoice
41576,ku,پسولەي فرۆش_1
41577,ar,2-الفاتورة الاستردادية
41577,en,2.Sales Returned Invoice
41577,ku,گەرانەوەي پسولە2
41578,ar,3-ايصال استلام المستودع 
41578,en,3.Inventory Receipt
41578,ku,رەسيدي كۆگا_3
41579,ar,4- عودة الايصال
41579,en,4.Inventory Returned Receipt
41579,ku,هەڵگەڕاوەي رەسيد_4
41580,ar,5- فاتورة شراء الخدمات
41580,en,4.Service Inventory Purchase Invoice
41580,ku,پسولەي كڕيني خزمەتگوزارييەكان5
41581,ar,6.Asset Purchase Invoice
41581,en,6.Asset Purchase Invoice
41581,ku,6.Asset Purchase Invoice
41582,ar,7.Asset Sale
41582,en,7.Asset Sale
41582,ku,7.Asset Sale
41583,ar,8.ContractStatus
41583,en,8.ContractStatus
41583,ku,8.ContractStatus
41584,ar,9.Status
41584,en,9.OwnershipStatus
41584,ku,9.OwnershipStatus
41585,ar,10.CustomsClearance
41585,en,10.CustomsClearance
41585,ku,10.CustomsClearance
41586,ar,11.BillOfLoading
41586,en,11.BillOfLoading
41586,ku,11.BillOfLoading
41587,ar,12.InsurancePolicy
41587,en,12.InsurancePolicy
41587,ku,12.InsurancePolicy
41588,ar,داخلي
41588,en,Domestic
41588,ku,ناوخۆ
41589,ar,أجنبي
41589,en,Non Domestic
41589,ku,بياني
41590,ar,فاتورة المبيعات
41590,en,Sales Invoice
41590,ku,پسولەي فرۆش
41591,ar,فاتورة الاسترداد
41591,en,Sales Returned Invoice
41591,ku,گەرانەوەي پسولە
41592,ar,الاستلام
41592,en,Inventory Receipt
41592,ku,رەسيدي كۆگا
41593,ar,عودة الايصال
41593,en,Inventory Returned Receipt 
41593,ku,هەڵگەڕاوەي رەسيد
41594,ar,خروج الأوراق المالية من المستودع
41594,en,Inventory Delivery
41594,ku,دەرچووني كۆگا
41595,ar,إعادة خروج الأوراق المالية من مستودع
41595,en,Inventory Delivery Return
41595,ku,گەڕانەوەي دەرچووني كۆگا
41596,ar,البنوك
41596,en,Banks 
41596,ku,بانكەكان
41597,ar,الصناديق
41597,en,Cashes 
41597,ku,بوخچەكان
41598,ar,أجهزة قارئات البطاقات
41598,en,POS 
41598,ku,كارت‌ناسەكان
41599,ar,الزبائن
41599,en,Cutomers
41599,ku,كڕياران
41600,ar,المزودكن
41600,en,Vendors
41600,ku,دابينكاران
41601,ar,الشيكات التسوية و الدفع
41601,en,Initial Receipt Cheques
41601,ku,چەكە جێگرەكاني وەرگيراو
41602,ar,الشيكات المدفوعة
41602,en,Initial Payment Cheques
41602,ku,چەكە جێگرەكاني پێدان
41603,ar,سلعة
41603,en,Part  
41603,ku,كەرەستە
41604,en,Asset 
41605,en,AssetDepreciation
41606,en,Broker
41607,en,Petty Cash
41608,ar,مؤقت
41608,en,Temporary
41608,ku,كاتيي
41609,ar,الدائم
41609,en,Permanent
41609,ku,بەردەوام
41610,ar,عام
41610,en,General
41610,ku,گشتيي
41611,ar,أنظمة أخرى
41611,en,Other Systems
41611,ku,سيستەمەكاني ديكە
41612,ar,إغلاق الحسابات
41612,en,Close Accounts
41612,ku,داخستني ژمێرەكان
41613,ar,إغلاق
41613,en,Closing
41613,ku,كۆتايي
41614,ar,افتتاح
41614,en,Opening
41614,ku,كرانەوە
41615,ar,التسعكر
41615,en,Currency Conversion
41615,ku,پارە گۆڕينەوە
41616,en,None
41617,ar,في حالة الانتاج
41617,en,UnderProduction
41617,ku,لە حاڵي وەبەرهێناندا
41618,ar,إنهاء الانتاج
41618,en,ProductionEnd
41618,ku,كۆتايي وەبەرهێنان
41619,ar,محسوب
41619,en,Calculated
41619,ku,ژمێركاري كراو
41620,en,RawMaterials
41621,en,SemiMades
41622,en,Both
