DeliveryLocationID,Title,Title_En,Version,Creator,CreationDate,LastModifier,LastModificationDate
1,آدرس مشتري,Customer Address,1,1,2018-03-05 13:34:02.970000,1,2018-03-05 13:34:02.970000
