DepreciationRuleID,GroupNo,GroupTitle,DepreciationRate,UsefulLife,DepreciationMethod,Description,Version,Creator,CreationDate,LastModifier,LastModificationDate
1,1,گروه صنايع مواد غذايي و آشاميدني و خدمات وابسته,,,1,انواع سنگ آسياب در سال اول استفاده در حساب هزينه پذيرفته مي شود,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
2,1,گروه صنايع مواد غذايي و آشاميدني و خدمات وابسته,,10.00,2,سرد خانه، سالن هاي سرد كننده و نگهداري مواد غذايي و سبزيجات و مواد خوراكي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
3,1,گروه صنايع مواد غذايي و آشاميدني و خدمات وابسته,,10.00,2,ماشين آلات توليد قند ، شكر ، تصفيه شكر، آپارات ها و مخازن شربت,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
4,1,گروه صنايع مواد غذايي و آشاميدني و خدمات وابسته,,10.00,2,ماشين آلات صـنايع تهيـه وتوليـد انـواع نـان، خميرمايـه نـان و صـنايع تخميـر، آرد و بيكينـگ پـودر،ماكاروني و رشته، نشاسته وگلوكز، كيك، بيسكوئيت، كلوچه، تنقلات و اجناس خوراكي و مـواد غـذايي)آماده و غيرآماده(، شيريني جات، شكلات، سوهان، حلوا، گز و پشمك، قطـاب، بـاقلوا، صـنايع تبـديلي)كمپوت، كنسرو، رب و سس، ترشي، شور، سركه، مربا و...(، محصولات و فرآورده هاي لبني، پروتئينـيو گياهي، انواع روغن نباتي و حيواني، انواع بستني و فرآورده هاي يخـي خـوراكي، انـواع نوشـيدني هـايگازدار و بدون گاز، آب معدني، چاي و قهوه، كاكائو، نسكافه، عرقيات و شيره هاي گياهي، شير خشـكوغذاي آماده كودك، خشكبار و ميوه خشك، نمك، صنايع بسته بندي مواد غـذايي، تجهيـزات وابسـته ونظاير آنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
5,2,گروه صنايع نساجي، چرم، پوشاك و خدمات وابسته,,8.00,2,ماشين آلات صنايع نساجي شامل ريسندگي، بافنـدگي، رنگـرزي و چـاپ و تكميـل، انـواع نـخ و طنـاب،الياف، پارچه، البسه و پوشاك، كيـف و كفـش، سـاك و چمـدان، كمربنـد، محصـولات خـانگي نسـجينظير پتو، تشك، فرش، گليم و موكت، سايه بان، چتر، خيمه، چادر، پشه بند، كيسه خـواب، صـنايع چـرم،يراق آلات و ساير محصولات نسجي و چرمي طبيعي و مصنوعي و ماشين آلات بسته بندي مربوط,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
6,3,گروه صنايع سلولزي، كاغذي، چوبي و خدمات وابسته,,10.00,2,ماشين آلات صنايع تهيه و توليد انواع چوب، چوب بري، الوار، فيبر، نئوپان، تـراورس، چـوب فشـرده،ام دي اف، فرميكـا، مـواد اوليـه محصـولات چـوبي، كبريـت سـازي، سـاير مصـنوعات چـوبي صـنعتي،ساختماني، خانگي، اداري، تزئيني و نظاير آنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
7,3,گروه صنايع سلولزي، كاغذي، چوبي و خدمات وابسته,,10.00,2,ماشين آلات صنايع تهيه و توليد انواع كاغذ، خمير كاغـذ، كـارتن، مقـوا، دسـتمال كاغـذي، ظـروف،جعبه، محصولات كاغذي تزئيني، بهداشتي و صنعتي و نظاير آنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
8,4,گروه صنايع لوازم  و تجهيزات خانگي،آشپزخانه  و انواع لوازم مشابه با مصارف غير خانگي و خدمات وابسته به آنها ,,6.00,2,انواع لوازم خانگي و لوازم و تجهيزات آشپزخانه و صنايع وابسته، آبسردكن، يـخ سـاز، آبگـرمكن، كـولر و نظـاير آنهاتذكر: انواع يخچال و فريزرهاي صنعتي و فروشگاهي با عمر مفيد 10 مستهلك مي شود ,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
9,4,گروه صنايع لوازم  و تجهيزات خانگي،آشپزخانه  و انواع لوازم مشابه با مصارف غير خانگي و خدمات وابسته به آنها ,,10.00,2,ماشين آلات صنايع توليد انواع لوازم خانگي و لوازم و تجهيزات آشپزخانه، آبسردكن، يخ ساز، آبگرمكن، كولر و نظاير آنها و نيز يخچال و فريزرهاي صنعتي و فروشگاهي  ,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
10,5,گروه ماشين هاي اداري، چاپ، تكثير و خدمات وابسته,,15.00,2,انواع ماشين هاي چاپ، مركب سازي، برش، حروف سازي، كليشه و گراور و تجهيزات وابسته,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
11,5,گروه ماشين هاي اداري، چاپ، تكثير و خدمات وابسته,,3.00,2,انواع نرم افزار، سيستم هاي رايانه اي و تجهيزات سخت افزاري وابست,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
12,5,گروه ماشين هاي اداري، چاپ، تكثير و خدمات وابسته,,,1,حروف چاپخانه و كليشه و گراور در سال استفاده به حساب هزينه منظور مي شود,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
13,5,گروه ماشين هاي اداري، چاپ، تكثير و خدمات وابسته,,5.00,2,ماشين هاي پلـي كپـي، فتـوكپي، تكثيـر، اوزاليـد، زيـراكس، صـندوق مكـانيزه فـروش ، دسـتگاههايخــود پــرداز ) ،(ATMكــارت خــوان ) ،(POSصــدور كــارت، پــين پــد ) (، pad Pinوب كيوســك) ( ، Kiosk Webكنترل امضاء، ماژول و روتـر، اسـكناس شـمار، نوبـت دهـي، چـك زنـي، پـول شـمار،سورتر، تست اسكناس و پرفراژ چك زني و ساير ماشين هاي اداري و تجهيزات وابسته,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
14,6,گروه صنايع توليد شيشه، چيني و خدمات وابسته,,,1,قالبها و ظروف و غلطك هاي مربوط به اين صنعت و آجر نسوز مورد مصرف كـوره در سـال اسـتفادهدر حساب هزينه منظور مي گردد,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
15,6,گروه صنايع توليد شيشه، چيني و خدمات وابسته,,8.00,2,كوره ذوب مواد و بوته,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
16,6,گروه صنايع توليد شيشه، چيني و خدمات وابسته,,8.00,2,ماشين آلات صنايع تهيه و توليد انواع شيشه، آينه، كريستال، چينـي و مصـنوعات آنهـا اعـم ازصـنعتي،ساختماني، بهداشتي، طبي، تزئيني، پشم شيشه و نظاير آنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
17,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,,6.00,2,انواع ماشين آلات و تجهيزات ساختمان سازي، راهسازي، راهداري، شهرسازي و ابنيه سازي، حفاري،توليد آسفالت، جوشـكاري و جـوش زنـي، جرثقيـل، فرودگـاهي، خشـك كـن، بنـدري، اسـكله سـازي،سد سازي، لوله گذاري، پله هاي متحرك و ساير ماشين آلات مشابه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
18,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,15.00,,3,برج مراقبت پرواز، اپروچ و الكترونيك، مركز كنترل فضاي كشور، پايانه بار هوشمند و ايمني زميني,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
19,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,15.00,,3,بيكن گردان,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
20,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,12.00,,3,ترمينال ها و آشيانه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
21,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,18.00,,3,سايت هاي هوانوردي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
22,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,20.00,,3,سيستم روشنايي باند,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
23,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,15.00,,3,عوامل ميدان پروازي فرودگاههاي تك منظوره )ارائه دهنده خدمات به هواپيماهاي بازرگاني و تجاري,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
24,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,20.00,,3,عوامل ميدان پروازي فرودگاههاي دو منظوره )ارائه دهنده خدمات به هواپيماهاي بازرگـاني، تجـاري ونظامي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
25,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,,,1,كليه قالب هاي مربوط به صنايع ساختماني وسيمان در سال استفاده در حساب هزينه منظور مي گردد,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
26,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,,10.00,2,ماشين آلات توليد انواع لوازم، تأسيسات و تجهيـزات مركـزي گرمايشـي، سرمايشـي و تهويـه مطبـوعساختمانهاانواع لوازم، تأسيسات و تجهيزات مركزي گرمايشي، سرمايشي و تهويه مطبوع ساختمانها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
27,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,,10.00,2,ماشــين آلات و تجهيــزات توليــد انــواع كاشــي، ســراميك، موزاييــك، آجــر، ســفال بوتــه و پوكــه ،شن و ماسه، بتون، ، بلوك و جدول، گچ و آهك، سيمان، گچ هاي پيش ساخته، لوله و ورق سيماني نسوزو پنبه نسوز و اتصـالات مربوطـه، ايزوگـام، خانـه هـاي پـيش سـاخته، سـيپوركس، انـواع تيرچـه بلـوك وسقف بلوك، انواع لوازم آب و فاضلاب ساختمان و ساير مصالح ساختماني و خدمات مرتبطماشين آلات سنگبري، سنگ كوبي، صيقل زني، سنگ شكن و آسياب ها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
28,7,گروه ماشين آلات و تاسيسات ساختماني، راهسازي، راهداري، تأسيسات فرودگاهي و خدمات وابسته,10.00,,3,محاوط خاص و عمومي فرودگاهي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
29,8,گروه ساختمان ها وراهها,,10.00,2,انواع استخر,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
30,8,گروه ساختمان ها وراهها,,15.00,2,انواع ساختمانهاي مسكوني، اداري، تجاري، صنعتي، خدماتي، ورزشي و...، سالن هـا، كارگـاه هـا، انبارهـا، سيلوها ،اسكله ها و....ب)ساختمانهاي آجري،  پيش ساخته و غيرهتذكر : انواع كانكس با عمر مفيد 10 مستهلك مي شود. ,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
32,8,گروه ساختمان ها وراهها,,25.00,2,درياچه مصنوعي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
33,8,گروه ساختمان ها وراهها,15.00,,3,روسازي خطوط راه آهن شامل انواع ريلها، تراورس چوبي، بتـوني وفلـزي، بالاسـت، سـوزنهاي برقـي ودسـتي، ادواتواتصالات ريل,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
34,8,گروه ساختمان ها وراهها,18.00,,3,زير سازي خطوط راه آهن شامل بستر خطوط، ترانشهها، گالريها، آبروها، پلهاي بتوني، طاق سنگي، فلزي و تونلها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
36,9,گروه صنايع برق والكترونيك,,10.00,2,ترانسفورماتور، تابلوهاي برق و ملحقات آن,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
37,9,گروه صنايع برق والكترونيك,,5.00,2,سيستم هاي حفاظتي و امنيتي شامل دوربين هاي مدار بسته، سيستم هاي اعلام حريق، ضدسرقت و نظايرآنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
31,8,گروه ساختمان ها وراهها,,25.00,2,انواع ساختمانهاي مسكوني، اداري، تجاري، صنعتي، خدماتي، ورزشي و...، سالن هـا، كارگـاه هـا، انبارهـا،سيلوها،اسكله ها و....الف) ساختمانهاي بتني و اسكلت فلزي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
35,8,گروه ساختمان ها وراهها,,10.00,2,زير سازي و روسازي انواع جاده ها، خيابانها و پياده روها و محاوط  اختصاصي، پلهاي بتوني، طاق سنگي، فلزي و تونلها و كليـه تجهيزات، ادوات و تأسيسات وابسته و تكميلي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
38,9,گروه صنايع برق والكترونيك,,8.00,2,ماشين آلات تهيه و توليد انواع لامپ، چراغ، نورافكن، چراغهاي راهنمايي، ساير تجهيزات روشنايي برقي، انواع سـيم وكابل، كليد و پريز، علايم خبري، انواع لوازم و تجهيزات برقي و الكترونيكي ساختماني و صنعتي، لوازم انـدازه گيـري بـرقو الكترونيك، انواع ترانس ها، ساير لوازم برقي و الكترونيكي، باطري خشك و تر و زغال هاي صنعتي و ساير موارد مشابه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
39,9,گروه صنايع برق والكترونيك,,10.00,2,ماشين آلات تهيه و توليد كليه وسايل صوتي و تصويري الكترونيكي )تلويزيون، راديو، ضبط و. . .( وكليه ماشينهاي محاسباتي الكترونيكي و دستگاه هاي مونتاژ و ساير مواردمشابه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
40,10,گروه صنايع مخابرات,,5.00,2,انواع بي سيم و گوشي تلفن(همراه و ثابت ) با عمر مفيد 5 مستهلك مي شود .,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
41,10,گروه  صنايع مخابرات,,10.00,2,ماشين آلات صنايع توليد تجهيزات و وسايل مخابراتي نظير تلفـن، دكـل هـاي مخـابراتي، رلـه هـا، بردهـا،پست ها، بي سيم و ساير موارد مرتبط با صنعت مخابرات,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
42,10,گروه صنايع مخابرات,,10.00,2,مراكز مخابراتي و تجهيزات و وسايل مخابراتيتذكر:انواع بي سيم و گوشي تلفن(همراه و ثابت ) با عمر مفيد 5 مستهلك مي شود .,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
43,11,گروه صنايع آبرساني وتصفيه آب وفاضلاب,12.00,,3,سيستم آبرساني و فاضلاب كارخانه و تجهيزات مربوط، تلمبه خانه هاي چاههاي عميق و نيمه عميق بـا وسـائل ومخـازنمربوطه و چاه ها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
44,11,گروه صنايع آبرساني وتصفيه آب وفاضلاب,,10.00,2,ماشين آلات تهيه و توليد پمپ ها و توربين هاي آبي و موتور پمپ ها و متعلقات مربوطه، تجهيزات تهيـه آب صـنعتي وسختي گيرها و يونيزاسيون آب و تصفيه آب و موارد مشابه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
45,11,گروه صنايع آبرساني وتصفيه آب وفاضلاب,,15.00,2,ماشين آلات تهيه و توليد تجهيزات آبرساني و اتصالات شـبكه هـا و وسـايل انتقـال آب، تصـفيه فيزيكـي و شـيميايي وبيولوژيكي آب و مخازن مربوطه و موارد مشابه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
46,11,گروه صنايع آبرساني وتصفيه آب وفاضلاب,10.00,,3,ماشين آلات و تجهيزات تصفيه فاضلاب ها، شيرين كردن آب دريا و صنايع جنبي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
47,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,,1,انواع ابزار و لوازم كار در سال مورد استفاده به حساب هزينه منظور مي شود,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
48,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,8.00,2,انواع ماشين هـاي پـرس، پـرس بريـك و سـري سـازي ويـژه توليـد انبـوه و سـري سـازي و امثـالهم، انـواعماشين هاي بـرش و قيچـي)مكـانيكي، هيـدروليكي و برقـي و( سـري سـازي ويـژه توليـد انبـوه وسـري، انـواعماشين هاي ساخت ابزار و سري سازي ويژه توليد انبوه وسري,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
49,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,10.00,2,انواع ماشين هاي تراش اتوماتيك  ncو  cncو فرز اتوماتيك و سري سازي ويژه توليـد انبـوه و سـري بـهاضافه سايرماشين هاي  ncبـراده بـرداري، انـواع ماشـين هـاي تـراش و فـرز و صـفحه تـراش و دنـده تـراش ودريل هاي معمولي و كل ماشين هاي براده برداري براي كارهاي س ،ري انواع ماشين هاي فلزكاري از هر قبيل وآهنگري و قطعه سازي و قالب سازي، ماشين هاي چاقوسازي، تيغه سازي، تيغه تيزكني، تيغ سازي، مته سازي،سوهان سازي، گداز فلزات، موج دادن فلزات و تيغ صورت تراشي)توليدانبوه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
69,13,گروه صنايع حمل و نقل و وسائط نقليه,,8.00,2,تجهيزات سرويس، نگهداري، تعمير،رنگ كاري و... مرتبط با انواع خودرو، كشتي، هواپيما، قطار و..,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
71,13,گروه صنايع حمل و نقل و وسائط نقليه,,10.00,2,ماشين آلات صنايع توليد انواع قايق و كرجي، گلايدر، كايـت و بـالون و تجهيـزات جـانبي وابسـته و سـايرموارد مشابه آنها,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
73,13,گروه صنايع حمل و نقل و وسائط نقليه,20.00,,3,واگن، لوكوموتيو و ماشين آلات ريلي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
74,14,صنايع توليد محصولات لاستيكي و پلاستيكي,,5.00,2,انواع غلطك براي ساخت پلاستيك,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
75,14,صنايع توليد محصولات لاستيكي و پلاستيكي,,6.00,2,ماشين آلات تهيه و توليد انواع ريخته گري هاي لاستيك براي مصارف صنعتي و قالب هاي آن,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
50,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,,1,كليه قالب هاي ريخته گري و فلزكاري محصولات فوق و آجرهاي نسوز و ابزار عمل آتـش خـوار مـوردمصرف كوره ها در سال استفاده در حساب هزينه پذيرفته مي شود,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
51,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,12.00,,3,كليه ماشين آلات كارگاه هاي ريخته گري و پرداخـت و يـدكي سـازي )غيـر سـري سـازي(، كمكـي وپشتيباني,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
52,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,10.00,,3,كليه ماشين آلات كارگـاه هـاي فلـز كـاري، تراشـكاري و يـدكي سـازي )غيـر سـري سـازي(، كمكـيوپشتيباني، كليه تجهيزات كارگاههاي كمكي و سرويس دهنده و پشتيباني,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
53,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,5.00,2,كوره هاي دستي غير اتوماتيك ثابت ودوار نفتي وبرقي و زغالي براي مصارف محدودو گازي,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
54,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,,12.00,2,ماشين آلات توليد ميخ وپرچ و مهـره اتوماتيـك و معمـولي بـراي توليـد انبـوه، ماشـين آلات نوردكـاري وساخت ورق هاي فلزي و غلطك ها براي توليدانبوه,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
55,12,گروه صنايع فلزي، فولاد سازي و ذوب فلزات,12.00,,3,ماشـين آلات قـوطي سـازي، بشـكه سـازي، چـاپ فلـزات ودربطـري سـازي، ماشـين آلا ت لولـه سـازي،پروفيل سازي، سيم وتور سيمي وساير مصنوعات فلزي)توليدانبوه ، ( ماشـين آلات جيـك وفيكسچروقيدوبسـتواز اين قبيل,1,1,2018-04-18 14:24:37.430000,1,2018-04-18 14:24:37.430000
