TaxPayerCurrencyMapperID,CurrencyRef,TaxPayerCurrencyRef,Version,Creator,CreationDate,LastModifier,LastModificationDate
2,1,,1,10,2026-05-21 11:58:48,10,2026-05-21 11:58:48
