FiscalYearId,Title,Title_En,StartDate,EndDate,Status,Creator,CreationDate,LastModifier,LastModificationDate,Version
1,سال 1405,سال 1405,2026-03-21 00:00:00,2027-03-20 00:00:00,1,1,2018-03-05 13:42:05,13,2026-04-13 10:49:58,14
