ContractId,PersonnelRef,WorkSiteRef,CostCenterRef,JobRef,TaxGroupRef,TaxBranchRef,InsuranceBranchRef,SupportingInsuranceBranchRef,ContractType,Number,IssueDate,ExpireDate,EndDate,EmploymentDate,EmploymentType,NonTaxableAmount,HasInsurance,HasSupportingInsurance,HasHardJob,Description,Version,Creator,CreationDate,LastModifier,LastModificationDate,HasUnemploymentException,EmployerInsuranceExceptionPercent,HasEmployerInsuranceException,SupportingInsuranceName,CostCenterDlRef,PiofyEmploymentType,IsEmployer,HasUnemployeeException,TaxDiscountType
4,13,1,,1,3,2,1,,1,1,2026-03-21 00:00:00,2027-03-20 00:00:00,,2026-03-21 00:00:00,4,,True,False,False,,1,1,2026-02-18 15:16:30,1,2026-02-18 15:16:30,False,100,False,,6,,False,False,
