ItemID,Type,Code,Title,Title_En,BarCode,UnitRef,SecondaryUnitRef,SaleUnitRef,IsUnitRatioConstant,UnitsRatio,MinimumAmount,MaximumAmount,CanHaveTracing,TracingCategoryRef,IsPricingBasedOnTracing,TaxExempt,TaxExemptPurchase,Sellable,DefaultStockRef,PurchaseGroupRef,SaleGroupRef,CompoundBarcodeRef,ItemCategoryRef,Creator,CreationDate,LastModifier,LastModificationDate,Version,IsActive,AccountSLRef,IranCode,TaxRate,DutyRate,CodingGroupRef,SerialTracking,Weight,Volume,ConsumerFee
2100,1,1100035,سيب زميني فروش,سيب زميني فروش,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:36,10,2026-06-01 18:19:17,3,True,,,0.0000,0.0000,80,False,,,
2101,1,1100036,سالاد فصل فروشي,سالاد فصل فروشي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:36,10,2026-06-01 18:20:12,2,True,,,0.0000,0.0000,80,False,,,
2102,1,1100037,سالاد مخصوص سكه طلا,سالاد مخصوص سكه طلا,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:37,10,2026-06-01 18:20:35,2,True,,,0.0000,0.0000,80,False,,,
2103,1,1100038,هاني بالزاميك فروشي,هاني بالزاميك فروشي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:37,10,2026-06-07 14:15:19,3,True,,,0.0000,0.0000,80,False,,,
2104,1,1100039,سس سالادفصل فروشي,سس سالادفصل فروشي,,2,,2,True,,,,False,,False,False,False,True,,,,,,1,2025-09-23 11:59:37,10,2026-06-01 18:22:08,4,False,,,0.0000,0.0000,80,False,,,
2105,1,2700001,نان همبر (گرد),نان همبر (گرد),,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:38,12,2026-04-22 13:36:12,1,True,,,0.0000,0.0000,76,False,,,
2106,1,2700002,نان باگت,نان باگت,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:38,12,2026-04-22 13:37:18,1,True,,,0.0000,0.0000,76,False,,,
2107,1,2700003,نان مگدونالد (ويژه),نان مگدونالد (ويژه),,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:38,12,2026-04-22 13:36:39,1,True,,,0.0000,0.0000,76,False,,,
2108,1,2700004,خمير پيتزا تك نفره,خمير پيتزا تك نفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:39,12,2026-04-22 14:05:19,1,True,,,10.0000,0.0000,76,False,,,
2109,1,2700005,خمير پيتزا دو نفره,خمير پيتزا دو نفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:39,12,2026-04-22 14:05:00,1,True,,,0.0000,0.0000,76,False,,,
2110,1,1100066,آب معدني 300 سي سي,آب معدني 300 سي سي,,2,,2,True,,,,False,,False,True,False,True,13,,,,,1,2025-09-23 11:59:39,10,2026-06-16 09:58:46,8,True,,,10.0000,0.0000,80,False,,,
2113,1,1100065,دوغ قوطي خوشگوار,دوغ قوطي خوشگوار,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:40,10,2026-06-16 09:59:04,4,True,,,10.0000,0.0000,80,False,,,
2114,1,2800005,آب گازدار,آب گازدار,,2,14,2,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:41,10,2026-05-07 12:17:37,1,True,,,10.0000,0.0000,77,False,,,
2119,1,2800010,پت نوشابه,پت نوشابه,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:42,12,2026-05-26 13:02:43,2,True,,,10.0000,0.0000,77,False,,,
2120,1,2800011,كانادا دراي,كانادا دراي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:43,12,2026-04-22 13:45:12,2,True,,,16.0000,0.0000,77,False,,,
2121,1,2800012,آب معدني 1.5 ليتري,آب معدني 1.5 ليتري,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:43,1,2025-09-23 11:59:43,0,True,,,10.0000,0.0000,77,False,,,
2124,1,1100040,ايتاليايي سوسيس پسته,ايتاليايي سوسيس پسته,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2026-02-07 16:04:51,10,2026-06-01 18:23:03,3,True,,,0.0000,0.0000,80,False,,,
2125,1,1100041,سالاد ژامبون و پنير,سالاد ژامبون و پنير,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2026-02-07 16:06:49,10,2026-06-01 18:25:22,2,True,,,0.0000,0.0000,80,False,,,
2128,1,1100042,خانواده مشكي,خانواده مشكي,,2,,2,True,,,,False,,False,True,False,True,13,,,,,1,2026-02-07 16:27:31,10,2026-06-21 11:41:43,6,True,,,16.0000,0.0000,80,False,,,
2129,1,1100043,خانواده زرد,خانواده زرد,,2,,2,True,,,,False,,False,True,False,True,13,,,,,1,2026-02-07 16:28:12,10,2026-06-21 11:41:58,5,True,,,16.0000,0.0000,80,False,,,
2130,1,1100044,خانواده سون,خانواده سون,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:28:36,10,2026-06-21 11:42:16,4,True,,,16.0000,0.0000,80,False,,,
2131,1,1100045,خانواده زيرو,خانواده زيرو,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:29:05,10,2026-05-23 11:24:26,3,True,,,16.0000,0.0000,80,False,,,
2132,1,1100046,قوطي مشكي,قوطي مشكي,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:29:38,10,2026-06-21 11:42:39,5,True,,,16.0000,0.0000,80,False,,,
2133,1,1100047,قوطي زرد,قوطي زرد,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:30:08,10,2026-06-21 11:43:03,4,True,,,16.0000,0.0000,80,False,,,
2134,1,1100048,قوطي سون,قوطي سون,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:30:45,10,2026-06-21 11:43:22,4,True,,,16.0000,0.0000,80,False,,,
2135,1,1100049,قوطي زيرو,قوطي زيرو,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:31:20,10,2026-05-23 11:22:32,3,True,,,16.0000,0.0000,80,False,,,
2136,1,1100050,هي دي هلو,هي دي هلو,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:31:56,10,2026-05-23 11:22:09,3,True,,,16.0000,0.0000,80,False,,,
2137,1,1100051,هي دي استوايي,هي دي استوايي,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:32:27,10,2026-05-23 11:21:57,4,True,,,16.0000,0.0000,80,False,,,
2138,1,1100052,هي ي ليمويي,هي ي ليمويي,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:33:08,10,2026-05-23 11:21:44,3,True,,,16.0000,0.0000,80,False,,,
2139,1,1100053,هي دي كلاسيك,هي دي كلاسيك,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:33:49,12,2026-06-09 11:44:30,3,True,,,10.0000,0.0000,80,False,,,
2140,1,1100054,هافن كاكتوس,هافن كاكتوس,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 16:34:14,10,2026-05-23 11:21:19,3,True,,,16.0000,0.0000,80,False,,,
2143,1,1100055,قوطي ليموناد ,قوطي ليموناد ,,2,,2,True,,,,False,,False,True,False,True,,,,,,1,2026-02-07 17:07:04,10,2026-06-21 11:43:46,4,True,,,16.0000,0.0000,80,False,,,
2146,1,1100056,كالاي تست ارزش افزوده,كالاي تست ارزش افزوده,,2,,2,True,,,,False,,False,False,False,True,11,,,,,1,2026-02-14 16:45:08,1,2026-02-14 16:45:08,0,True,,,10.0000,0.0000,80,False,,,
2154,1,3000001,مرينت مرغ نرمال (تنري),مرينت مرغ نرمال (تنري),,1,,1,True,,,,False,,False,False,False,True,,,,,,1,2026-02-23 13:21:55,10,2026-06-28 10:44:00,5,True,,,0.0000,0.0000,94,False,,,
2162,1,2200044,چاشني مرغ نرمال,چاشني مرغ نرمال,,1,14,1,True,0.001,,,False,,False,False,False,True,,,,,,1,2026-02-24 16:23:10,12,2026-04-28 11:12:58,1,True,,,0.0000,0.0000,70,False,,,
2163,1,3000003,مرينت گوشت / استيك آماده سازي,مرينت گوشت / استيك آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,1,2026-02-24 16:36:06,10,2026-06-28 10:44:15,2,True,,,0.0000,0.0000,94,False,,,
2164,1,2200045,چاشني برگر (دود),چاشني برگر (دود),,1,,1,True,,,,False,,False,False,False,True,,,,,,1,2026-02-24 16:38:41,1,2026-02-24 16:38:41,0,True,,,0.0000,0.0000,70,False,,,
2165,1,3000004,فيله مرينت شده مرحله 1,فيله مرينت شده مرحله 1,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-25 11:00:14,10,2026-06-28 10:44:27,2,True,,,0.0000,0.0000,94,False,,,
2166,1,3000005,ژامبون مرغ و گوشت آماده سازي,ژامبون مرغ و گوشت آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-25 11:36:07,12,2026-04-22 13:56:50,1,True,,,0.0000,0.0000,94,False,,,
2167,1,3000006,رست بيف 150 گ آماده سازي,رست بيف 150 گ آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 10:04:30,12,2026-04-22 13:58:23,1,True,,,0.0000,0.0000,94,False,,,
2168,1,3000007,رست بيف 100 گ آماده سازي,رست بيف 100 گ آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 10:05:28,12,2026-04-22 13:58:34,1,True,,,0.0000,0.0000,94,False,,,
2169,1,2200046,چاشني گوشت,چاشني گوشت,,1,14,1,True,0.001,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:00:12,12,2026-04-28 11:13:20,1,True,,,0.0000,0.0000,70,False,,,
2170,1,2400036,كرفس,كرفس,,1,14,1,True,0.001,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:04:27,12,2026-04-28 11:16:58,1,True,,,0.0000,0.0000,73,False,,,
2171,1,3000008,استيك ورقه اي آماده سازي,استيك ورقه اي آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:22:30,12,2026-04-22 14:26:04,1,True,,,0.0000,0.0000,94,False,,,
2172,1,3000009,گوشت استيك مرينت شده آماده سازي,گوشت استيك مرينت شده آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:23:09,12,2026-04-22 13:42:23,2,True,,,0.0000,0.0000,94,False,,,
2173,1,3000010,مرغ مرينت شده آماده سازي ,مرغ مرينت شده آماده سازي ,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:24:02,10,2026-07-01 10:35:53,4,True,,,0.0000,0.0000,94,False,,,
2174,1,3000011,گريوي ماشروم آماده سازي,گريوي ماشروم آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:24:45,12,2026-04-22 13:43:45,1,True,,,0.0000,0.0000,94,False,,,
2175,1,3000012,پنير برگر آماده سازي,پنير برگر آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:25:19,12,2026-04-22 14:15:35,1,True,,,0.0000,0.0000,94,False,,,
2176,1,3000013,پنير پيتزا آماده سازي,پنير پيتزا آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:25:59,12,2026-04-22 14:14:51,1,True,,,0.0000,0.0000,94,False,,,
2177,1,3000014,مرغ مخصوص سكه طلا آماده سازي,مرغ مخصوص سكه طلا آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:34:22,12,2026-04-22 13:38:03,1,True,,,0.0000,0.0000,94,False,,,
2178,1,3000015,ديپ چدار آماده سازي,ديپ چدار آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:34:53,12,2026-04-22 13:58:53,1,True,,,0.0000,0.0000,94,False,,,
2179,1,3000016,ديپ پنير لبنه آماده سازي,ديپ پنير لبنه آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:35:22,12,2026-04-22 13:59:16,1,True,,,0.0000,0.0000,94,False,,,
2180,1,3000017,سس كلم همبر آماده سازي,سس كلم همبر آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:35:50,12,2026-04-22 13:53:09,1,True,,,0.0000,0.0000,94,False,,,
2181,1,3000018,زبان رست شده آماده سازي,زبان رست شده آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:36:24,12,2026-04-22 13:32:32,1,True,,,0.0000,0.0000,94,False,,,
2182,1,3000019,ترشي كلم قرمز آماده سازي,ترشي كلم قرمز آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:36:56,10,2026-07-01 12:47:47,2,True,,,0.0000,0.0000,94,False,,,
2183,1,3000020,قارچ بلنچ آماده سازي,قارچ بلنچ آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:37:24,12,2026-04-22 13:47:30,1,True,,,0.0000,0.0000,94,False,,,
2184,1,3000021,تاكو آماده سازي,تاكو آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:37:48,12,2026-04-22 14:10:51,1,True,,,0.0000,0.0000,94,False,,,
2185,1,3000022,هاني بالزاميك آماده سازي,هاني بالزاميك آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:38:18,10,2026-06-01 17:05:23,3,True,,,0.0000,0.0000,94,False,,,
2186,1,3000023,بوفالو وينگز آماده سازي,بوفالو وينگز آماده سازي,,7,,7,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:38:46,10,2026-05-17 12:42:44,2,True,,,0.0000,0.0000,94,False,,,
2187,1,3000024,گوشت همبر معمولي آماده سازي,گوشت همبر معمولي آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:49:22,12,2026-04-22 13:42:11,2,True,,,0.0000,0.0000,94,False,,,
2188,1,3000025,گوشت همبر ويژه آماده سازي,گوشت همبر ويژه آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:49:55,12,2026-04-22 13:42:01,2,True,,,0.0000,0.0000,94,False,,,
2189,1,3000026,فيله چيكن مرحله 2اماده سازي,فيله چيكن مرحله 2اماده سازي,,2,,2,True,,,,False,,False,False,False,True,12,,,,,10,2026-02-26 14:51:00,12,2026-05-20 12:22:58,3,True,,,0.0000,0.0000,94,False,,,
2190,1,3000027,سس پستو ريحان آماده سازي,سس پستو ريحان آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:52:04,10,2026-06-28 10:45:26,2,True,,,0.0000,0.0000,94,False,,,
2191,1,3000028,سالاد سزار آماده سازي,سالاد سزار آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:52:51,10,2026-03-01 11:57:49,1,True,,,0.0000,0.0000,94,False,,,
2192,1,3000029,سالاد بيكن آماده سازي,سالاد بيكن آماده سازي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:53:29,12,2026-04-22 16:23:50,2,True,,,0.0000,0.0000,94,False,,,
2193,1,3000030,سس رنچ آماه سازي,سس رنچ آماه سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-26 14:55:50,10,2026-02-26 14:55:50,0,True,,,0.0000,0.0000,94,False,,,
2195,1,3000031,سس بوفالو وينگز آماده سازي,سس بوفالو وينگز آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:13:52,12,2026-04-22 13:55:52,1,True,,,0.0000,0.0000,94,False,,,
2196,1,3000032,سس سالاد ژامبون و پنير (صورتي),سس سالاد ژامبون و پنير (صورتي),,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:14:40,10,2026-06-14 10:33:15,4,True,,,0.0000,0.0000,94,False,,,
2197,1,3000033,سس خامه روسو (كف),سس خامه روسو (كف),,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:15:34,12,2026-04-22 13:54:21,2,True,,,0.0000,0.0000,94,False,,,
2198,1,3000034,سس مارينارا آماده سازي,سس مارينارا آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:17:08,12,2026-04-22 13:52:55,1,True,,,0.0000,0.0000,94,False,,,
2199,1,3000035,سس سزار آماده سازي,سس سزار آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:18:08,10,2026-02-28 11:18:08,0,True,,,0.0000,0.0000,94,False,,,
2200,1,3000036,سس آيولي بيكن,سس آيولي بيكن,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:19:23,10,2026-02-28 11:19:23,0,True,,,0.0000,0.0000,94,False,,,
2201,1,3000037,رليش خيارشور آماده سازي,رليش خيارشور آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:25:14,10,2026-02-28 11:25:14,0,True,,,0.0000,0.0000,94,False,,,
2202,1,3000038,سس خردل هات داگ آماده سازي,سس خردل هات داگ آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 11:28:39,12,2026-04-22 13:53:59,2,True,,,0.0000,0.0000,94,False,,,
2203,1,3000039,مرينت مرغ,مرينت مرغ,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 12:19:33,10,2026-06-28 10:44:52,2,True,,,0.0000,0.0000,94,False,,,
2204,1,2200047,نشاسته ذرت,نشاسته ذرت,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 12:37:20,10,2026-02-28 12:37:20,0,True,,,10.0000,0.0000,70,False,,,
2205,1,2300034,پنير ماسكارپونه,پنير ماسكارپونه,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 12:39:59,10,2026-02-28 12:39:59,0,True,,,10.0000,0.0000,72,False,,,
2206,1,2600029,خامه آشپزي,خامه آشپزي,,1,14,1,True,0.001,,,False,,False,False,False,True,,,,,,10,2026-02-28 12:41:17,10,2026-05-07 11:58:36,1,True,,,10.0000,0.0000,75,False,,,
2207,1,2600030,پنير پيتزا راغب,پنير پيتزا راغب,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 13:31:18,10,2026-02-28 13:31:46,1,True,,,0.0000,0.0000,75,False,,,
2208,1,2600031,پنير الماس,پنير الماس,,1,,1,True,,,,False,,False,False,False,False,,,,,,10,2026-02-28 14:59:57,10,2026-06-02 16:09:05,4,False,,,0.0000,0.0000,75,False,,,
2209,1,2300035,كتف و بال ,كتف و بال ,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 17:03:04,10,2026-05-17 12:56:01,2,True,,,0.0000,0.0000,72,False,,,
2210,1,2200048,آرد سفيد,آرد سفيد,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-02-28 17:09:59,10,2026-02-28 17:09:59,0,True,,,0.0000,0.0000,70,False,,,
2211,1,2200049,جوش شيرين,جوش شيرين,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 10:55:31,10,2026-03-01 10:55:31,0,True,,,0.0000,0.0000,70,False,,,
2213,1,2600032,زيتون كبابي,زيتون كبابي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:01:02,12,2026-04-22 13:33:31,1,True,,,0.0000,0.0000,75,False,,,
2214,1,2600033,ترشي هالوپينو,ترشي هالوپينو,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:01:43,12,2026-06-09 16:30:15,2,True,,,10.0000,0.0000,75,False,,,
2215,1,2700007,نان كروتان,نان كروتان,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:02:55,10,2026-05-13 11:14:29,1,True,,,0.0000,0.0000,76,False,,,
2216,1,2500052,كاسه 30 اونسي,كاسه 30 اونسي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:03:28,12,2026-06-01 12:49:13,2,True,,,0.0000,0.0000,74,False,,,
2217,1,2500053,درب كاسه 30 اونسي,درب كاسه 30 اونسي,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:03:52,12,2026-04-22 14:03:27,1,True,,,0.0000,0.0000,74,False,,,
2218,1,3000040,سس برگر آماده سازي,سس برگر آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:12:16,12,2026-04-22 13:56:19,1,True,,,0.0000,0.0000,94,False,,,
2219,1,3000041,سير كانفي,سير كانفي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:27:24,10,2026-07-01 16:38:32,2,True,,,0.0000,0.0000,94,False,,,
2220,1,3000042,گوجه چري آماده سازي,گوجه چري آماده سازي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 12:31:47,10,2026-05-13 11:06:07,2,True,,,0.0000,0.0000,94,False,,,
2221,1,2100018,سس تك نفره تند,سس تك نفره تند,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 16:19:55,12,2026-06-01 12:46:00,2,True,,,10.0000,0.0000,69,False,,,
2222,1,2500054,جعبه پيتزا دو نفره چاپدار (درب),جعبه پيتزا دو نفره چاپدار (درب),,8,,8,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 16:27:53,12,2026-04-22 14:08:04,1,True,,,0.0000,0.0000,74,False,,,
2223,1,2500055,جعبه پيتزا دو نفره چاپدار (كفي),جعبه پيتزا دو نفره چاپدار (كفي),,8,,8,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 16:28:29,12,2026-04-22 14:07:51,1,True,,,0.0000,0.0000,74,False,,,
2224,1,2500056,جعبه پيتزا تك نفره چاپدار (درب),جعبه پيتزا تك نفره چاپدار (درب),,8,,8,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 16:29:00,12,2026-04-22 14:09:13,1,True,,,0.0000,0.0000,74,False,,,
2225,1,2500057,جعبه پيتزا تك نفره چاپدار (كفي),جعبه پيتزا تك نفره چاپدار (كفي),,8,,8,True,,,,False,,False,False,False,True,,,,,,10,2026-03-01 16:30:10,12,2026-04-22 14:08:31,1,True,,,0.0000,0.0000,74,False,,,
2226,1,2600034,پنير ورقه اي چدار,پنير ورقه اي چدار,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 11:31:28,12,2026-04-22 14:14:16,1,True,,,0.0000,0.0000,75,False,,,
2227,1,1100057,بوفالو وينگز فروش,بوفالو وينگز فروش,,2,,2,True,,,,False,,False,False,False,True,13,,,,,10,2026-03-02 12:19:35,10,2026-06-07 14:29:13,2,True,,,0.0000,0.0000,80,False,,,
2228,1,2500058,ظرف 750 بوفالو,ظرف 750 بوفالو,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 12:22:08,12,2026-05-20 12:05:14,1,True,,,0.0000,0.0000,74,False,,,
2229,1,2500059,درب ظرف 750 بوفالو,درب ظرف 750 بوفالو,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 12:22:34,12,2026-04-22 14:03:58,1,True,,,0.0000,0.0000,74,False,,,
2230,1,1100058,سالاد سزار مرغ فروش,سالاد سزار مرغ فروش,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 15:29:02,10,2026-03-02 15:29:02,0,True,,,0.0000,0.0000,80,False,,,
2231,1,2300036,سوسيس هات داگ پسته,سوسيس هات داگ پسته,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 17:00:15,12,2026-04-22 13:51:15,2,True,,,10.0000,0.0000,72,False,,,
2233,1,2700008,نان هات داگ,نان هات داگ,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 17:05:33,12,2026-04-22 13:36:26,1,True,,,0.0000,0.0000,76,False,,,
2234,1,2500060,باكس گرد ساندويچ,باكس گرد ساندويچ,,2,,2,True,,,,False,,False,False,False,True,,,,,,10,2026-03-02 17:07:33,12,2026-04-22 14:19:26,2,True,,,0.0000,0.0000,74,False,,,
2239,1,2500061,كيسه چاي سو,كيسه چاي سو,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-14 14:06:48,12,2026-04-14 14:06:48,0,True,,,0.0000,0.0000,74,False,,,
2240,1,2600035,كره حيواني,كره حيواني,,1,,1,True,,,,False,,False,False,False,True,10,,,,,12,2026-04-14 14:50:53,12,2026-04-14 14:50:53,0,True,,,10.0000,0.0000,75,False,,,
2245,1,2600036,پنير كرافت,پنير كرافت,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-15 12:39:40,12,2026-04-15 12:39:40,0,True,,,0.0000,0.0000,75,False,,,
2246,1,2500062,سه پايه پيتزا,سه پايه پيتزا,,7,,7,True,,,,False,,False,False,False,True,,,,,,12,2026-04-15 14:31:58,12,2026-04-22 13:51:01,1,True,,,0.0000,0.0000,74,False,,,
2247,1,1100063,خانواده ليمويي,خانواده ليمويي,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 12:10:27,10,2026-06-08 16:01:03,1,True,,,16.0000,0.0000,80,False,,,
2248,1,1100064,خانواده شاتوت,خانواده شاتوت,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 12:12:03,10,2026-06-08 16:01:33,1,True,,,16.0000,0.0000,80,False,,,
2250,1,2200050,چاشني تندوري,چاشني تندوري,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:33:04,12,2026-04-21 14:33:04,0,True,,,0.0000,0.0000,70,False,,,
2251,1,2100019,چايي,چايي,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:35:34,12,2026-04-21 14:35:34,0,True,,,0.0000,0.0000,69,False,,,
2252,1,2100020,قند,قند,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:36:14,12,2026-04-21 14:36:14,0,True,,,0.0000,0.0000,69,False,,,
2253,1,2200051,زنجبيل خشك,زنجبيل خشك,,1,14,1,True,0.001,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:37:04,12,2026-04-28 11:13:49,1,True,,,0.0000,0.0000,70,False,,,
2254,1,2600037,پنير ورقه اي تست كره اي تاپينگ,پنير ورقه اي تست كره اي تاپينگ,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:38:09,12,2026-04-21 14:38:09,0,True,,,0.0000,0.0000,75,False,,,
2255,1,2200052,پرك سيب زميني,پرك سيب زميني,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:38:45,12,2026-04-21 14:38:45,0,True,,,0.0000,0.0000,70,False,,,
2256,1,2200053,آرد سيب زميني,آرد سيب زميني,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:39:20,12,2026-04-21 14:39:20,0,True,,,0.0000,0.0000,70,False,,,
2257,1,2100021,سس تك نفره مايونز,سس تك نفره مايونز,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:40:58,12,2026-06-09 10:06:25,2,True,,,10.0000,0.0000,69,False,,,
2259,1,2500064,آب ژاول,آب ژاول,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:43:13,12,2026-04-21 14:43:13,0,True,,,0.0000,0.0000,74,False,,,
