ItemStockSummaryID,StockRef,ItemRef,TracingRef,Order,UnitRef,InputQuantity,OutputQuantity,Quantity,SaleQuantity,FiscalYearRef,SaleWithReserveQuantity,FeedFromClosingOperation
955,10,1861,,2,14,474300.0000,327887.5000,146412.5000,0.0000,1,0.0000,False
956,10,1862,,2,14,157747.8000,178309.9000,-20562.1000,0.0000,1,0.0000,False
961,10,1979,,1,1,982.9000,982.9000,0.0000,0.0000,1,0.0000,False
962,10,1980,,1,1,1002.4500,1002.5500,-0.1000,0.0000,1,0.0000,False
974,10,1932,,1,1,31.7600,31.7600,0.0000,0.0000,1,0.0000,False
975,10,1884,,1,1,227.2500,496.8000,-269.5500,0.0000,1,0.0000,False
1214,12,2171,,1,1,640.3000,727.2500,-86.9500,0.0000,1,0.0000,False
1215,11,2110,,1,2,1218.0000,1218.0000,0.0000,0.0000,1,0.0000,False
1216,11,2125,,1,2,0.0000,205.0000,-205.0000,0.0000,1,0.0000,False
1217,11,2085,,1,2,3693.0000,3693.0000,0.0000,0.0000,1,0.0000,False
1218,11,2091,,1,2,408.0000,408.0000,0.0000,0.0000,1,0.0000,False
1219,11,2069,,1,2,528.0000,528.0000,0.0000,0.0000,1,0.0000,False
1220,11,2068,,1,2,1174.0000,1174.0000,0.0000,0.0000,1,0.0000,False
1221,11,2067,,1,2,712.0000,712.0000,0.0000,0.0000,1,0.0000,False
1222,11,2130,,1,2,285.0000,285.0000,0.0000,0.0000,1,0.0000,False
1223,11,2077,,1,2,765.0000,765.0000,0.0000,0.0000,1,0.0000,False
1224,11,2134,,1,2,616.0000,616.0000,0.0000,0.0000,1,0.0000,False
1225,11,1859,,1,2,157.0000,313.0000,-156.0000,0.0000,1,0.0000,False
1226,11,2086,,1,2,1872.0000,1872.0000,0.0000,0.0000,1,0.0000,False
1227,11,2227,,1,2,185.0000,92.0000,93.0000,0.0000,1,0.0000,False
1228,11,2083,,1,2,14210.0000,14210.0000,0.0000,0.0000,1,0.0000,False
1229,11,2129,,1,2,358.0000,413.0000,-55.0000,0.0000,1,0.0000,False
1230,11,2099,,1,2,338.0000,338.0000,0.0000,0.0000,1,0.0000,False
1231,11,2132,,1,2,3748.0000,3748.0000,0.0000,0.0000,1,0.0000,False
1232,11,2082,,1,2,46.0000,46.0000,0.0000,0.0000,1,0.0000,False
1233,11,2089,,1,2,522.0000,522.0000,0.0000,0.0000,1,0.0000,False
1234,11,2080,,1,2,661.0000,661.0000,0.0000,0.0000,1,0.0000,False
1235,11,2075,,1,2,935.0000,935.0000,0.0000,0.0000,1,0.0000,False
1236,11,2137,,1,2,299.0000,299.0000,0.0000,0.0000,1,0.0000,False
1237,11,2084,,1,2,2431.0000,2431.0000,0.0000,0.0000,1,0.0000,False
1238,11,2072,,1,2,337.0000,337.0000,0.0000,0.0000,1,0.0000,False
1239,11,2100,,1,2,2097.0000,2097.0000,0.0000,0.0000,1,0.0000,False
1240,11,2092,,1,2,281.0000,281.0000,0.0000,0.0000,1,0.0000,False
1241,11,2128,,1,2,2400.0000,2562.0000,-162.0000,0.0000,1,0.0000,False
1242,11,2087,,1,2,1782.0000,1782.0000,0.0000,0.0000,1,0.0000,False
1243,11,2133,,1,2,613.0000,613.0000,0.0000,0.0000,1,0.0000,False
1244,11,2272,,1,2,48.0000,48.0000,0.0000,0.0000,1,0.0000,False
1245,11,2070,,1,2,0.0000,217.0000,-217.0000,0.0000,1,0.0000,False
1246,11,2138,,1,2,146.0000,146.0000,0.0000,0.0000,1,0.0000,False
1247,11,2076,,1,2,426.0000,426.0000,0.0000,0.0000,1,0.0000,False
1248,11,2078,,1,2,29.0000,29.0000,0.0000,0.0000,1,0.0000,False
1249,11,2135,,1,2,548.0000,548.0000,0.0000,0.0000,1,0.0000,False
1250,11,1999,,1,2,4037.0000,4037.0000,0.0000,0.0000,1,0.0000,False
1251,11,2074,,1,2,770.0000,770.0000,0.0000,0.0000,1,0.0000,False
1252,11,2102,,1,2,326.0000,326.0000,0.0000,0.0000,1,0.0000,False
1253,11,2066,,1,2,323.0000,323.0000,0.0000,0.0000,1,0.0000,False
1254,11,2139,,1,2,46.0000,46.0000,0.0000,0.0000,1,0.0000,False
1255,11,2095,,1,2,274.0000,274.0000,0.0000,0.0000,1,0.0000,False
1256,11,2097,,1,2,76.0000,76.0000,0.0000,0.0000,1,0.0000,False
1257,11,2079,,1,2,208.0000,208.0000,0.0000,0.0000,1,0.0000,False
1258,11,2090,,1,2,428.0000,428.0000,0.0000,0.0000,1,0.0000,False
1259,11,2136,,1,2,202.0000,202.0000,0.0000,0.0000,1,0.0000,False
1260,11,2094,,1,2,159.0000,159.0000,0.0000,0.0000,1,0.0000,False
1261,11,2098,,1,2,124.0000,124.0000,0.0000,0.0000,1,0.0000,False
1262,11,2071,,1,2,42.0000,42.0000,0.0000,0.0000,1,0.0000,False
1263,10,2274,,1,2,6.0000,0.0000,6.0000,0.0000,1,0.0000,False
1264,10,2275,,1,1,17.8000,18.7600,-0.9600,0.0000,1,0.0000,False
1272,10,1867,,2,14,8302.5220,4482.7220,3819.8000,0.0000,1,0.0000,False
1273,10,2206,,2,14,163140.4500,161406.1500,1734.3000,0.0000,1,0.0000,False
1274,10,2114,,2,14,194384.5700,233779.6700,-39395.1000,0.0000,1,0.0000,False
1276,11,2131,,1,2,154.0000,154.0000,0.0000,0.0000,1,0.0000,False
1277,11,2140,,1,2,36.0000,36.0000,0.0000,0.0000,1,0.0000,False
1278,11,2073,,1,2,12.0000,12.0000,0.0000,0.0000,1,0.0000,False
1279,11,2124,,1,2,36.0000,36.0000,0.0000,0.0000,1,0.0000,False
1280,11,2103,,1,2,0.0000,8.0000,-8.0000,0.0000,1,0.0000,False
1281,11,2257,,1,2,73.0000,73.0000,0.0000,0.0000,1,0.0000,False
1292,12,1977,,1,1,257.6000,263.9500,-6.3500,0.0000,1,0.0000,False
1293,12,1979,,1,1,1120.8000,1051.0400,69.7600,0.0000,1,0.0000,False
1294,12,1980,,1,1,1047.0500,1053.6700,-6.6200,0.0000,1,0.0000,False
1295,12,1981,,1,1,5.6300,19.3000,-13.6700,0.0000,1,0.0000,False
1296,12,2154,,1,1,126.8750,85.1500,41.7250,0.0000,1,0.0000,False
1297,12,2163,,1,1,45.0000,17.7000,27.3000,0.0000,1,0.0000,False
1298,12,2190,,1,1,5.9000,3.9000,2.0000,0.0000,1,0.0000,False
1299,12,2215,,1,2,120.0000,0.0000,120.0000,0.0000,1,0.0000,False
1300,12,2219,,1,1,1.6000,0.0000,1.6000,0.0000,1,0.0000,False
1301,12,2220,,1,1,0.9500,12.2200,-11.2700,0.0000,1,0.0000,False
1302,12,2277,,1,1,29.1300,27.6800,1.4500,0.0000,1,0.0000,False
1303,12,2165,,1,2,168.0000,595.0000,-427.0000,0.0000,1,0.0000,False
1304,12,2166,,1,1,539.7600,584.3000,-44.5400,0.0000,1,0.0000,False
1305,12,2174,,1,1,625.0000,714.1000,-89.1000,0.0000,1,0.0000,False
1306,12,2175,,1,1,6825.0000,7871.5000,-1046.5000,0.0000,1,0.0000,False
1307,12,2178,,1,1,379.5000,401.0000,-21.5000,0.0000,1,0.0000,False
1308,12,2179,,1,1,144.0000,157.2000,-13.2000,0.0000,1,0.0000,False
1309,12,2180,,1,1,5024.8500,5657.6500,-632.8000,0.0000,1,0.0000,False
1310,12,2182,,1,1,0.0000,1.4760,-1.4760,0.0000,1,0.0000,False
1312,12,2176,,1,1,5400.0000,5788.0000,-388.0000,0.0000,1,0.0000,False
1313,12,2184,,1,1,156.1000,163.3000,-7.2000,0.0000,1,0.0000,False
1314,12,2189,,1,2,4293.0000,4722.0000,-429.0000,0.0000,1,0.0000,False
1315,12,2218,,1,1,275.2000,395.2000,-120.0000,0.0000,1,0.0000,False
1316,12,2202,,1,1,247.0000,284.6000,-37.6000,0.0000,1,0.0000,False
1317,12,2197,,1,1,150.0000,171.6000,-21.6000,0.0000,1,0.0000,False
1321,12,2183,,1,1,69.1500,58.4500,10.7000,0.0000,1,0.0000,False
1327,10,2031,,1,1,63.9220,5.2200,58.7020,0.0000,1,0.0000,False
1328,10,2170,,1,1,4.2151,8.8056,-4.5905,0.0000,1,0.0000,False
1329,10,2170,,2,14,4215.1000,8805.6000,-4590.5000,0.0000,1,0.0000,False
1330,12,2280,,1,1,87.0000,62.0000,25.0000,0.0000,1,0.0000,False
1334,10,1869,,1,1,5.0000,5.0000,0.0000,0.0000,1,0.0000,False
1336,12,2279,,1,1,0.0000,3.6000,-3.6000,0.0000,1,0.0000,False
1338,12,2186,,1,7,303.4000,66.8800,236.5200,0.0000,1,0.0000,False
1342,12,2195,,1,1,18.0000,24.5000,-6.5000,0.0000,1,0.0000,False
1351,13,2175,,1,1,5294.0000,4275.4700,1018.5300,0.0000,1,0.0000,False
1352,10,2209,,1,1,124.8000,5834.4600,-5709.6600,0.0000,1,0.0000,False
1355,10,2220,,1,1,0.0000,2.2500,-2.2500,0.0000,1,0.0000,False
1356,10,1981,,1,1,0.0000,11.5500,-11.5500,0.0000,1,0.0000,False
1357,12,2192,,1,2,537.0000,726.0000,-189.0000,0.0000,1,0.0000,False
1375,13,2168,,1,2,729.0000,722.0000,7.0000,0.0000,1,0.0000,False
1376,10,1989,,1,2,20.0000,22.0000,-2.0000,0.0000,1,0.0000,False
1377,10,2282,,1,2,2.0000,2.0000,0.0000,0.0000,1,0.0000,False
1390,10,2284,,1,2,2800.0000,4160.0000,-1360.0000,0.0000,1,0.0000,False
1391,10,2285,,1,2,2000.0000,2000.0000,0.0000,0.0000,1,0.0000,False
1392,10,2286,,1,2,2000.0000,2000.0000,0.0000,0.0000,1,0.0000,False
1393,10,2119,,1,2,60.0000,75.0000,-15.0000,0.0000,1,0.0000,False
1407,13,1953,,1,1,1341.5500,717.0600,624.4900,0.0000,1,0.0000,False
1408,13,1977,,1,1,228.3000,373.3950,-145.0950,0.0000,1,0.0000,False
1409,13,2108,,1,2,9696.0000,7422.0000,2274.0000,0.0000,1,0.0000,False
1410,13,2198,,1,1,408.8000,388.6380,20.1620,0.0000,1,0.0000,False
1411,13,2166,,1,1,432.9800,341.8500,91.1300,0.0000,1,0.0000,False
1412,13,1919,,1,1,527.2500,333.8300,193.4200,0.0000,1,0.0000,False
1413,13,2184,,1,1,110.8000,109.5200,1.2800,0.0000,1,0.0000,False
1414,13,1960,,1,1,231.7500,133.8000,97.9500,0.0000,1,0.0000,False
1415,13,1960,,2,14,231750.0000,133800.0000,97950.0000,0.0000,1,0.0000,False
1416,13,2183,,1,1,38.1500,22.6000,15.5500,0.0000,1,0.0000,False
1417,13,2109,,1,2,11191.0000,6567.0000,4624.0000,0.0000,1,0.0000,False
1418,13,1921,,1,1,0.0000,54.9000,-54.9000,0.0000,1,0.0000,False
1419,13,1922,,1,1,333.1900,341.0000,-7.8100,0.0000,1,0.0000,False
1420,13,1924,,1,1,573.8300,257.2560,316.5740,0.0000,1,0.0000,False
1421,13,2179,,1,1,106.8000,118.2000,-11.4000,0.0000,1,0.0000,False
1422,13,2197,,1,1,112.0000,195.7200,-83.7200,0.0000,1,0.0000,False
1423,13,1979,,1,1,1108.5000,1844.2450,-735.7450,0.0000,1,0.0000,False
1424,13,1980,,1,1,1109.2500,1955.4850,-846.2350,0.0000,1,0.0000,False
1425,13,2105,,1,2,68663.0000,44803.0000,23860.0000,0.0000,1,0.0000,False
1426,13,2177,,1,2,28902.0000,28883.0000,19.0000,0.0000,1,0.0000,False
1427,13,2180,,1,1,3617.1500,3185.7700,431.3800,0.0000,1,0.0000,False
1428,13,2107,,1,2,13514.0000,8463.0000,5051.0000,0.0000,1,0.0000,False
1429,13,2202,,1,1,177.0000,104.0440,72.9560,0.0000,1,0.0000,False
1430,13,2218,,1,1,240.8000,218.8100,21.9900,0.0000,1,0.0000,False
1431,13,1968,,1,1,0.0000,16.1300,-16.1300,0.0000,1,0.0000,False
1432,13,2106,,1,2,3995.0000,2605.0000,1390.0000,0.0000,1,0.0000,False
1433,13,2189,,1,2,2832.0000,2677.0000,155.0000,0.0000,1,0.0000,False
1434,13,1970,,1,1,3650.0000,2233.7000,1416.3000,0.0000,1,0.0000,False
1435,13,2220,,1,1,11.9200,10.1700,1.7500,0.0000,1,0.0000,False
1439,13,2216,,1,2,6577.0000,496.0000,6081.0000,0.0000,1,0.0000,False
1440,13,2217,,1,2,6310.0000,496.0000,5814.0000,0.0000,1,0.0000,False
1441,13,2186,,1,7,43.1680,185.0000,-141.8320,0.0000,1,0.0000,False
1442,13,2195,,1,1,15.0000,14.8000,0.2000,0.0000,1,0.0000,False
1443,13,2231,,1,1,142.1700,9.5000,132.6700,0.0000,1,0.0000,False
1444,13,2000,,1,2,840.0000,311.0000,529.0000,0.0000,1,0.0000,False
1445,13,2284,,1,2,1660.0000,818.0000,842.0000,0.0000,1,0.0000,False
1446,13,2133,,1,2,2064.0000,613.0000,1451.0000,0.0000,1,0.0000,False
1447,13,2134,,1,2,2016.0000,616.0000,1400.0000,0.0000,1,0.0000,False
1448,13,2135,,1,2,1752.0000,548.0000,1204.0000,0.0000,1,0.0000,False
1449,13,2247,,1,2,96.0000,55.0000,41.0000,0.0000,1,0.0000,False
1451,13,2131,,1,2,516.0000,154.0000,362.0000,0.0000,1,0.0000,False
1452,13,2257,,1,2,3750.0000,311.0000,3439.0000,0.0000,1,0.0000,False
1456,16,2058,,1,1,6700.0000,6700.0000,0.0000,0.0000,1,0.0000,False
1457,16,2216,,1,2,1000.0000,1000.0000,0.0000,0.0000,1,0.0000,False
1458,16,2221,,1,2,60000.0000,60000.0000,0.0000,0.0000,1,0.0000,False
1459,16,1859,,1,2,100000.0000,96000.0000,4000.0000,0.0000,1,0.0000,False
1461,11,2185,,1,2,8.0000,0.0000,8.0000,0.0000,1,0.0000,False
1462,11,2221,,1,2,156.0000,0.0000,156.0000,0.0000,1,0.0000,False
1463,11,2247,,1,2,55.0000,0.0000,55.0000,0.0000,1,0.0000,False
1464,11,2113,,1,2,162.0000,0.0000,162.0000,0.0000,1,0.0000,False
1468,13,2066,,1,2,327.0000,504.0000,-177.0000,0.0000,1,0.0000,False
1469,16,1928,,1,1,45.7000,0.0000,45.7000,0.0000,1,0.0000,False
1470,13,2067,,1,2,617.0000,971.0000,-354.0000,0.0000,1,0.0000,False
1471,13,2068,,1,2,1105.0000,1582.0000,-477.0000,0.0000,1,0.0000,False
1472,13,2069,,1,2,557.0000,857.0000,-300.0000,0.0000,1,0.0000,False
1473,13,2070,,1,2,246.0000,400.0000,-154.0000,0.0000,1,0.0000,False
1474,13,2071,,1,2,48.0000,71.0000,-23.0000,0.0000,1,0.0000,False
1475,13,2072,,1,2,284.0000,456.0000,-172.0000,0.0000,1,0.0000,False
1476,13,2073,,1,2,9.0000,14.0000,-5.0000,0.0000,1,0.0000,False
1477,13,2074,,1,2,690.0000,1033.0000,-343.0000,0.0000,1,0.0000,False
1478,13,2075,,1,2,895.0000,1356.0000,-461.0000,0.0000,1,0.0000,False
1479,13,2076,,1,2,365.0000,573.0000,-208.0000,0.0000,1,0.0000,False
1480,13,2077,,1,2,719.0000,1153.0000,-434.0000,0.0000,1,0.0000,False
1481,13,2078,,1,2,29.0000,45.0000,-16.0000,0.0000,1,0.0000,False
1482,13,2079,,1,2,229.0000,336.0000,-107.0000,0.0000,1,0.0000,False
1483,13,2080,,1,2,587.0000,892.0000,-305.0000,0.0000,1,0.0000,False
1484,13,2082,,1,2,47.0000,72.0000,-25.0000,0.0000,1,0.0000,False
1485,13,2083,,1,2,14673.0000,23138.0000,-8465.0000,0.0000,1,0.0000,False
1486,13,2084,,1,2,2434.0000,3720.0000,-1286.0000,0.0000,1,0.0000,False
1487,13,2085,,1,2,3471.0000,5146.0000,-1675.0000,0.0000,1,0.0000,False
1488,13,2086,,1,2,2019.0000,3092.0000,-1073.0000,0.0000,1,0.0000,False
1489,13,2087,,1,2,1973.0000,3044.0000,-1071.0000,0.0000,1,0.0000,False
1490,13,2088,,1,2,1011.0000,1686.0000,-675.0000,0.0000,1,0.0000,False
1491,13,2089,,1,2,524.0000,789.0000,-265.0000,0.0000,1,0.0000,False
1492,13,2090,,1,2,541.0000,863.0000,-322.0000,0.0000,1,0.0000,False
1493,13,2099,,1,2,384.0000,598.0000,-214.0000,0.0000,1,0.0000,False
1494,13,2097,,1,2,69.0000,105.0000,-36.0000,0.0000,1,0.0000,False
1495,13,2098,,1,2,113.0000,179.0000,-66.0000,0.0000,1,0.0000,False
1496,13,2092,,1,2,329.0000,506.0000,-177.0000,0.0000,1,0.0000,False
1497,13,2094,,1,2,169.0000,267.0000,-98.0000,0.0000,1,0.0000,False
1498,13,2095,,1,2,289.0000,425.0000,-136.0000,0.0000,1,0.0000,False
1499,13,2100,,1,2,2246.0000,3312.0000,-1066.0000,0.0000,1,0.0000,False
1500,13,2102,,1,2,352.0000,576.0000,-224.0000,0.0000,1,0.0000,False
1501,11,2289,,1,2,102.0000,0.0000,102.0000,0.0000,1,0.0000,False
1502,13,2091,,1,2,427.0000,690.0000,-263.0000,0.0000,1,0.0000,False
1504,13,2124,,1,2,14.0000,22.0000,-8.0000,0.0000,1,0.0000,False
1505,13,2272,,1,2,263.0000,389.0000,-126.0000,0.0000,1,0.0000,False
1506,13,2103,,1,2,8.0000,12.0000,-4.0000,0.0000,1,0.0000,False
1507,13,2290,,1,2,127.0000,229.0000,-102.0000,0.0000,1,0.0000,False
1508,13,2291,,1,2,278.0000,581.0000,-303.0000,0.0000,1,0.0000,False
1510,10,1994,,1,2,2.0000,0.0000,2.0000,0.0000,1,0.0000,False
1512,13,1911,,1,2,1700.0000,0.0000,1700.0000,0.0000,1,0.0000,False
1513,13,1991,,1,1,3.8500,0.0000,3.8500,0.0000,1,0.0000,False
1514,13,2015,,1,2,130.0000,0.0000,130.0000,0.0000,1,0.0000,False
1515,13,2025,,1,2,1000.0000,0.0000,1000.0000,0.0000,1,0.0000,False
1516,13,1992,,1,2,6.0000,0.0000,6.0000,0.0000,1,0.0000,False
1517,13,2020,,1,2,420.0000,0.0000,420.0000,0.0000,1,0.0000,False
1519,13,1990,,1,2,13.0000,0.0000,13.0000,0.0000,1,0.0000,False
1520,13,2018,,1,2,3.0000,0.0000,3.0000,0.0000,1,0.0000,False
1526,13,1988,,1,2,51.0000,0.0000,51.0000,0.0000,1,0.0000,False
1527,13,2261,,1,1,58.4000,0.0000,58.4000,0.0000,1,0.0000,False
1528,13,2263,,1,1,168.5000,0.0000,168.5000,0.0000,1,0.0000,False
1529,13,1915,,1,1,0.5500,0.0000,0.5500,0.0000,1,0.0000,False
1534,10,1937,,1,1,89.0000,0.0000,89.0000,0.0000,1,0.0000,False
1540,10,2277,,1,1,0.2000,0.6000,-0.4000,0.0000,1,0.0000,False
1544,13,1993,,1,2,400.0000,0.0000,400.0000,0.0000,1,0.0000,False
1547,13,2260,,1,2,2.0000,0.0000,2.0000,0.0000,1,0.0000,False
1548,13,2034,,1,2,5.0000,0.0000,5.0000,0.0000,1,0.0000,False
1550,13,2262,,1,1,100.0000,0.0000,100.0000,0.0000,1,0.0000,False
1551,10,2292,,1,1,0.8000,0.0000,0.8000,0.0000,1,0.0000,False
1552,10,2293,,1,1,7.8900,0.0000,7.8900,0.0000,1,0.0000,False
1553,10,1933,,1,1,76.6000,46.6000,30.0000,0.0000,1,0.0000,False
1554,10,2190,,1,1,0.0000,0.8000,-0.8000,0.0000,1,0.0000,False
1555,10,2028,,1,2,10.0000,50.0000,-40.0000,0.0000,1,0.0000,False
1560,13,2277,,1,1,17.2600,0.0000,17.2600,0.0000,1,0.0000,False
1561,13,2125,,1,2,440.0000,383.0000,57.0000,0.0000,1,0.0000,False
1562,13,2305,,1,2,0.0000,321.0000,-321.0000,0.0000,1,0.0000,False
1563,13,2294,,1,2,0.0000,3969.0000,-3969.0000,0.0000,1,0.0000,False
1564,13,2297,,1,2,0.0000,47.0000,-47.0000,0.0000,1,0.0000,False
1565,13,2311,,1,2,0.0000,437.0000,-437.0000,0.0000,1,0.0000,False
1566,13,2300,,1,2,0.0000,6323.0000,-6323.0000,0.0000,1,0.0000,False
1567,13,2307,,1,2,0.0000,572.0000,-572.0000,0.0000,1,0.0000,False
1568,10,1921,,1,1,5.1000,5.1000,0.0000,0.0000,1,0.0000,False
1569,10,2049,,1,1,30.0000,2.0000,28.0000,0.0000,1,0.0000,False
1570,13,2289,,1,2,0.0000,216.0000,-216.0000,0.0000,1,0.0000,False
1571,13,2301,,1,2,0.0000,1117.0000,-1117.0000,0.0000,1,0.0000,False
1572,13,2302,,1,2,0.0000,928.0000,-928.0000,0.0000,1,0.0000,False
1573,13,2227,,1,2,0.0000,146.0000,-146.0000,0.0000,1,0.0000,False
1574,13,2304,,1,2,0.0000,1030.0000,-1030.0000,0.0000,1,0.0000,False
1575,13,2295,,1,2,0.0000,481.0000,-481.0000,0.0000,1,0.0000,False
1576,13,2298,,1,2,0.0000,310.0000,-310.0000,0.0000,1,0.0000,False
1577,13,2296,,1,2,0.0000,556.0000,-556.0000,0.0000,1,0.0000,False
1578,13,2306,,1,2,0.0000,403.0000,-403.0000,0.0000,1,0.0000,False
1579,10,2313,,1,2,120.0000,132.0000,-12.0000,0.0000,1,0.0000,False
1582,13,2308,,1,2,0.0000,38.0000,-38.0000,0.0000,1,0.0000,False
1583,1,2314,,1,2,20.0000,0.0000,20.0000,0.0000,1,0.0000,False
1584,13,2299,,1,2,0.0000,30.0000,-30.0000,0.0000,1,0.0000,False
1586,16,2013,,1,2,20000.0000,0.0000,20000.0000,0.0000,1,0.0000,False
1587,16,2012,,1,2,10000.0000,0.0000,10000.0000,0.0000,1,0.0000,False
1588,10,2315,,1,2,2580.0000,24.0000,2556.0000,0.0000,1,0.0000,False
1592,13,2313,,1,2,108.0000,0.0000,108.0000,0.0000,1,0.0000,False
1593,13,2315,,1,2,24.0000,3.0000,21.0000,0.0000,1,0.0000,False
1594,13,1989,,1,2,2.0000,0.0000,2.0000,0.0000,1,0.0000,False
1595,10,1942,,1,1,21.0000,21.0000,0.0000,0.0000,1,0.0000,False
1609,10,2046,,1,1,4.0000,4.0000,0.0000,0.0000,1,0.0000,False
1610,13,2234,,1,2,20.0000,0.0000,20.0000,0.0000,1,0.0000,False
1611,13,2228,,1,2,67.0000,0.0000,67.0000,0.0000,1,0.0000,False
1612,13,2229,,1,2,72.0000,0.0000,72.0000,0.0000,1,0.0000,False
1613,13,2254,,1,2,180.0000,0.0000,180.0000,0.0000,1,0.0000,False
1614,20,2163,,1,1,213.0000,184.7525,28.2475,0.0000,1,0.0000,False
1615,20,2154,,1,1,480.0600,478.0430,2.0170,0.0000,1,0.0000,False
1617,20,1979,,1,1,2106.2000,2284.6900,-178.4900,0.0000,1,0.0000,False
1618,20,2279,,1,1,175.8100,201.9700,-26.1600,0.0000,1,0.0000,False
1619,20,2165,,1,2,4092.0000,4303.0000,-211.0000,0.0000,1,0.0000,False
1620,20,2190,,1,1,20.9000,24.0988,-3.1988,0.0000,1,0.0000,False
1622,20,1977,,1,1,437.2000,481.1000,-43.9000,0.0000,1,0.0000,False
1623,20,1980,,1,1,2058.3400,2207.0000,-148.6600,0.0000,1,0.0000,False
1624,20,2182,,1,1,22.1000,16.2000,5.9000,0.0000,1,0.0000,False
1625,10,2032,,1,2,1.0000,1.0000,0.0000,0.0000,1,0.0000,False
1627,20,2203,,1,1,0.0000,9.0000,-9.0000,0.0000,1,0.0000,False
1628,20,2219,,1,1,0.8000,0.0000,0.8000,0.0000,1,0.0000,False
1629,10,1891,,1,1,0.6440,0.0000,0.6440,0.0000,1,0.0000,False
1630,13,2248,,1,2,30.0000,0.0000,30.0000,0.0000,1,0.0000,False
1631,10,1977,,1,1,232.9000,232.9000,0.0000,0.0000,1,0.0000,False
1632,20,1981,,1,1,0.0000,0.5000,-0.5000,0.0000,1,0.0000,False
