LocationId,Title,Title_En,Code,Parent,Type,Version,Creator,CreationDate,LastModifier,LastModificationDate,MinistryofFinanceCode,TaxFileCode
66,مياندواب,مياندواب,0481,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1411000,
67,ماكو,ماكو,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1410000,
68,نقده,نقده,0443622,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1412000,
69,چالدران شمالي,چالدران شمالي,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1410301,
70,پيرانشهر,پيرانشهر,0444422,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1403000,
71,اروميه,اروميه,0441,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1401000,
72,اشنويه,اشنويه,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1412200,
73,بوكان,بوكان,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1402000,
74,تكاب,تكاب,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1404000,
75,خوي,خوي,0461,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1405000,
76,سلماس,سلماس,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1407000,
77,سيه چشمه,سيه چشمه,,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1410300,
78,سردشت,سردشت,0444322,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1406000,
79,شاهين دژ,شاهين دژ,0482422,5,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1408000,
81,كيوي,كيوي,,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6104902,
82,مشگين شهر,مشگين شهر,,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6106000,
83,مغان,مغان,,4,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1399913,
84,نمين,نمين,0452322,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6101200,
85,نير,نير,0452382,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6101300,
86,گرمي,گرمي,,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6105000,
87,پارس اباد,پارس اباد,0452722,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6103000,
88,اردبيل,اردبيل,0451,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6101000,
89,بيله سوار,بيله سوار,0452822,6,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6102000,
