Type,Code,Title,Title_En,DisplayOrder,Extra,System,LookupID
WeighbridgeModel                                  ,3,Schenck,,3,,INV,40537
WeighbridgeModel                                  ,4,MolenLD5218,,4,,INV,40538
WeighbridgeModel                                  ,5,SchenckDisomatB,,5,,INV,40539
WeighbridgeModel                                  ,6,PreciaMolen,,6,,INV,40540
WeighbridgeModel                                  ,7,TozinElectric,,7,,INV,40541
WeighbridgeModel                                  ,8,SchenckDTA,,8,,INV,40542
WeighbridgeModel                                  ,9,Leon,,9,,INV,40543
WeighbridgeModel                                  ,10,SchenckDT,,10,,INV,40544
WeighbridgeModel                                  ,11,Delta07,,11,,INV,40545
WeighbridgeModel                                  ,12,ParsMavazin,,12,,INV,40546
WeighbridgeModel                                  ,13,TozinElectricTEC1500A,,13,,INV,40547
WeighbridgeModel                                  ,14,CASCI1560A,,14,,INV,40548
WeighbridgeModel                                  ,15,Alpha08Device,,15,,INV,40549
WeighbridgeModel                                  ,16,ToledoDevice,,16,,INV,40550
WeighbridgeModel                                  ,17,Alpha05Device,,17,,INV,40551
WeighbridgeModel                                  ,18,Gamma07Device,,18,,INV,40552
WeighbridgeModel                                  ,19,TozinTSM8500Device,,19,,INV,40553
WeighbridgeModel                                  ,20,PandPU800Device,,20,,INV,40554
WeighbridgeModel                                  ,21,OmegaDWI3002Ver2,,21,,INV,40555
WeighbridgeModel                                  ,22,Cardinal748,,22,,INV,40556
WeighbridgeModel                                  ,23,DeghatA,,23,,INV,40557
WeighbridgeModel                                  ,24,BilanciaiD410Device,,24,,INV,40558
WeighbridgeModel                                  ,25,TozinTec800,,25,,INV,40559
WeighbridgeModel                                  ,26,DeghatDA,,26,,INV,40560
WeighbridgeModel                                  ,27,Gamma07Version2Device,,27,,INV,40561
WeighbridgeModel                                  ,28,FarasooDeghatDevice,,28,,INV,40562
WeighbridgeModel                                  ,29,Toledo8530Device,,29,,INV,40563
WeighbridgeModel                                  ,30,Tesla8000Device,,30,,INV,40564
WeighbridgeModel                                  ,31,Dg18000Device,,31,,INV,40565
WeighbridgeModel                                  ,32,Cardinal748Ver2,,32,,INV,40566
WeighbridgeModel                                  ,33,TChenaran01Device,,33,,INV,40567
WeighbridgeModel                                  ,34,TTorbatSugerLostDevice,,34,,INV,40568
WeighbridgeModel                                  ,35,TTorbatSugerFinenessDevice,,35,,INV,40569
WeighbridgeModel                                  ,36,TAbkoohSugerLostDevice,,36,,INV,40570
WeighbridgeModel                                  ,37,ChenaranSugerFinenessDevice,,37,,INV,40571
WeighbridgeModel                                  ,38,Pand9800Device,,38,,INV,40572
WeighbridgeModel                                  ,39,Pand9800GF1TDevice,,39,,INV,40573
WeighbridgeModel                                  ,40,Pand9000Device,,40,,INV,40574
WeighbridgeModel                                  ,41,TBaskoolBaseDevice1,,41,,INV,40575
WeighbridgeModel                                  ,42,TBaskoolBaseDevice2,,42,,INV,40576
WeighbridgeModel                                  ,43,TBaskoolBaseDevice3,,43,,INV,40577
WeighbridgeModel                                  ,44,TBaskoolBaseDevice4,,44,,INV,40578
WeighbridgeParity                                 ,0,paNone,,0,,INV,40579
WeighbridgeParity                                 ,1,paOdd,,1,,INV,40580
WeighbridgeParity                                 ,2,paEven,,2,,INV,40581
WeighbridgeParity                                 ,3,paMark,,3,,INV,40582
WeighbridgeParity                                 ,4,paSpace,,4,,INV,40583
WeighbridgePort                                   ,1,COM1,,1,,INV,40584
WeighbridgePort                                   ,2,COM2,,2,,INV,40585
WeighbridgePort                                   ,3,COM3,,3,,INV,40586
WeighbridgePort                                   ,4,COM4,,4,,INV,40587
WeighbridgePort                                   ,5,COM5,,5,,INV,40588
WeighbridgePort                                   ,6,COM6,,6,,INV,40589
WeighbridgePort                                   ,7,COM7,,7,,INV,40590
WeighbridgePort                                   ,8,COM8,,8,,INV,40591
WeighbridgePort                                   ,9,COM9,,9,,INV,40592
WeighbridgePort                                   ,10,COM10,,10,,INV,40593
WeighbridgeStopBits                               ,0,sb1,,0,,INV,40594
WeighbridgeStopBits                               ,1,sb1p5,,1,,INV,40595
WeighbridgeStopBits                               ,2,sb2,,2,,INV,40596
WeighingState                                     ,1,بارگيري,,1,,INV,40597
WeighingState                                     ,2,تخليه,,2,,INV,40598
WeighingState                                     ,3,اتمام توزين,,3,,INV,40599
WeighingState                                     ,4,خاتمه يافته,,4,,INV,40600
WeighingState                                     ,5,ابطال شده,,5,,INV,40601
WeighingType                                      ,1,ورود,,1,,INV,40602
WeighingType                                      ,2,خروج,,2,,INV,40603
WeighingVchType                                   ,1,رسيد انبار,,1,,INV,40604
WeighingVchType                                   ,2,برگشت رسيد انبار,,2,,INV,40605
WeighingVchType                                   ,3,خروج انبار,,3,,INV,40606
WeighingVchType                                   ,4,برگشت خروج انبار,,4,,INV,40607
PaymentMethod                                     ,2,اعتباري,,1,,SLS,40608
PaymentMethod                                     ,1,نقدي,,2,,SLS,40609
InvoiceState                                      ,1,ثبت,,1,,SLS,40610
InvoiceState                                      ,2,ابطال شده,,2,,SLS,40611
InvoiceSettlementType                             ,1,نقدي,,1,,SLS,40612
InvoiceSettlementType                             ,2,نسيه,,2,,SLS,40613
InvoiceSettlementType                             ,3,نقدي/نسيه,,3,,SLS,40614
CommissionCalculationBase                         ,1,حجم فروش كالا در يك فاكتور,,1,,SLS,40615
CommissionCalculationBase                         ,2,حجم فروش در يك فاكتور,,2,,SLS,40616
CommissionCalculationBase                         ,3,حجم فروش كالا در بازه,,3,,SLS,40617
CommissionCalculationBase                         ,4,سرجمع فروش فاكتورها در بازه,,4,,SLS,40618
CommissionCalculationBase                         ,5,ورود دستي,,5,,SLS,40619
CommissionCalculationType                         ,1,ساده,,1,,SLS,40620
CommissionCalculationType                         ,2,پلكاني,,2,,SLS,40621
CommissionSaleVolumeCalculationBase               ,1,مقدار,,1,,SLS,40622
CommissionSaleVolumeCalculationBase               ,2,مبلغ,,2,,SLS,40623
CommissionType                                    ,1,درصدي,,1,,SLS,40624
CommissionType                                    ,2,مبلغي,,2,,SLS,40625
CommissionInvoiceSettlementState                  ,1,ثبت شده,,1,,SLS,40626
CommissionInvoiceSettlementState                  ,2,تسويه شده به شرط وصول چك,,2,,SLS,40627
CommissionInvoiceSettlementState                  ,3,تسويه شده,,3,,SLS,40628
CommissionItemFilterType                          ,1,همه,,1,,SLS,40629
CommissionItemFilterType                          ,2,شامل كالاهاي زير باشد,,2,,SLS,40630
CommissionItemFilterType                          ,3,تمامي كالا ها به جز,,3,,SLS,40631
CustomsDeclarationState                           ,1,ثبت,,1,,SLS,40632
CustomsDeclarationState                           ,2,ابطال شده,,2,,SLS,40633
ItemType                                          ,1,كالا,,1,,INV,40634
ItemType                                          ,2,خدمت,,2,,INV,40635
ItemType                                          ,3,كالاي دارايي,,1,,INV,40636
ItemStockSummaryType                              ,1,موجودي,,1,,INV,40637
ItemStockSummaryType                              ,2,موجودي قابل فروش,,2,,INV,40638
ItemStockSummaryType                              ,3,موجودي قابل فروش بااحتساب رزرو,,3,,INV,40639
LastFeeOfInventoryPriceType                       ,0,آخرين قيمت خريد,,0,,INV,40640
LastFeeOfInventoryPriceType                       ,1,آخرين قيمت خريد تامين كننده,,1,,INV,40641
LocationType                                      ,0,محل هاي جغرافيايي,,1,,GNR,40642
LocationType                                      ,1,كشور,,2,,GNR,40643
LocationType                                      ,2,استان,,3,,GNR,40644
LocationType                                      ,3,شهر,,4,,GNR,40645
LocationType                                      ,4,روستا,,5,,GNR,40646
MarketingDisketteType1396                         ,1,خريد,,1,,GNR,40647
MarketingDisketteType1396                         ,2,فروش,,2,,GNR,40648
MarketingDisketteType1396                         ,3,خريد و فروش,,3,,GNR,40649
MarketingDisketteType1396                         ,4,صورت وضعيت,,4,,GNR,40650
MarketingDisketteType1396                         ,5,خريد و صورت وضعيت,,5,,GNR,40651
MarketingDisketteType1396                         ,6,فروش و صورت وضعيت,,6,,GNR,40652
MarketingDisketteType1396                         ,7,خريد و فروش و صورت وضعيت,,7,,GNR,40653
MarketingDisketteType1396                         ,8,خريد وارداتي,,8,,GNR,40654
MarketingDisketteType1396                         ,9,خريد و خريد وارداتي,,9,,GNR,40655
MarketingDisketteType1396                         ,10,فروش و خريد وارداتي,,10,,GNR,40656
MarketingDisketteType1396                         ,11,خريد و فروش و خريد وارداتي,,11,,GNR,40657
MarketingDisketteType1396                         ,12,صورت وضعيت و خريد وارداتي,,12,,GNR,40658
MarketingDisketteType1396                         ,13,خريد و صورت وضعيت و خريد وارداتي,,13,,GNR,40659
MarketingDisketteType1396                         ,14,فروش و صورت وضعيت و خريد وارداتي,,14,,GNR,40660
MarketingDisketteType1396                         ,15,خريد و فروش و صورت وضعيت و خريد وارداتي,,15,,GNR,40661
MarketingDisketteType1396                         ,16,صورت وضعيت پيمانكاري جزء,,16,,GNR,40662
MarketingDisketteType1396                         ,17,خريد و صورت وضعيت پيمانكاري جزء,,17,,GNR,40663
MarketingDisketteType1396                         ,18,فروش و صورت وضعيت پيمانكاري جزء,,18,,GNR,40664
MarketingDisketteType1396                         ,19,خريد و فروش و صورت وضعيت پيمانكاري جزء,,19,,GNR,40665
MarketingDisketteType1396                         ,20,صورت وضعيت  پيمانكار و پيمانكار جزء,,20,,GNR,40666
MarketingDisketteType1396                         ,21,خريد و صورت وضعيت  پيمانكار و پيمانكار جزء,,21,,GNR,40667
MarketingDisketteType1396                         ,22,فروش و صورت وضعيت  پيمانكار و پيمانكار جزء,,22,,GNR,40668
MarketingDisketteType1396                         ,23,خريد و فروش و صورت وضعيت  پيمانكار و پيمانكار جزء,,23,,GNR,40669
MarketingDisketteType1396                         ,24,خريد وارداتي و صورت وضعيت پيمانكار جزء,,24,,GNR,40670
MarketingDisketteType1396                         ,25,خريد و خريد وارداتي و صورت وضعيت پيمانكار جزء,,25,,GNR,40671
MarketingDisketteType1396                         ,26,فروش و خريد وارداتي و صورت وضعيت پيمانكار جزء,,26,,GNR,40672
MarketingDisketteType1396                         ,27,خريد و فروش و خريد وارداتي و صورت وضعيت پيمانكار جزء,,27,,GNR,40673
MarketingDisketteType1396                         ,28,صورت وضعيت و خريد وارداتي و صورت وضعيت پيمانكار جزء,,28,,GNR,40674
MarketingDisketteType1396                         ,29,خريد و صورت وضعيت و خريد وارداتي و صورت وضعيت پيمانكار جزء,,29,,GNR,40675
MarketingDisketteType1396                         ,30,فروش و صورت وضعيت و خريد وارداتي و صورت وضعيت پيمانكار جزء,,30,,GNR,40676
MarketingDisketteType1396                         ,31,همه,,31,,GNR,40677
CustomerCategoryForTax96                          ,0,هيچكدام,,0,,GNR,40678
CustomerCategoryForTax96                          ,5,مودي مشمول ثبت نام در نظام مالياتي,,1,,GNR,40679
CustomerCategoryForTax96                          ,6,مشمولين حقيقي ماده 81,,2,,GNR,40680
CustomerCategoryForTax96                          ,7,اشخاصي كه مشمول ثبت نام در نظام مالياتي نيستند,,3,,GNR,40681
CustomerCategoryForTax96                          ,8,مصرف كننده نهايي,,4,,GNR,40682
VendorCategoryForTax96                            ,0,هيچكدام,,0,,GNR,40683
VendorCategoryForTax96                            ,5,مودي مشمول ثبت نام در نظام مالياتي,,1,,GNR,40684
VendorCategoryForTax96                            ,6,مشمولين حقيقي ماده 81,,2,,GNR,40685
VendorCategoryForTax96                            ,7,اشخاصي كه مشمول ثبت نام در نظام مالياتي نيستند,,3,,GNR,40686
VendorCategoryForTax96                            ,8,كمتر از 5 % حد نصاب,,4,,GNR,40687
CompanyCitizenship                                ,0,ايراني,,0,,GNR,40688
CompanyCitizenship                                ,1,خارجي,,1,,GNR,40689
MarketingDisketteItemType1396                     ,1,فاكتور,,1,,GNR,40690
MarketingDisketteItemType1396                     ,2,رسيد انبار,,2,,GNR,40691
MarketingDisketteItemType1396                     ,3,فاكتور برگشتي,,3,,GNR,40692
MarketingDisketteItemType1396                     ,4,برگشت رسيد,,4,,GNR,40693
MarketingDisketteItemType1396                     ,5,فاكتور خريد خدمات,,5,,GNR,40694
MarketingDisketteItemType1396                     ,6,صورت وضعيت,,6,,GNR,40695
MarketingDisketteItemType1396                     ,7,حمل رسيد انبار,,7,,GNR,40696
MarketingDisketteItemType1396                     ,8,فاكتور فروش صادراتي,,8,,GNR,40697
MarketingDisketteItemType1396                     ,9,فاكتور برگشتي صادراتي,,9,,GNR,40698
MarketingDisketteItemType1396                     ,10,رسيد انبار وارداتي,,10,,GNR,40699
MarketingDisketteItemType1396                     ,11,برگشت رسيد انبار وارداتي,,11,,GNR,40700
MarketingDisketteItemType1396                     ,12,فاكتور خريد دارايي,,12,,GNR,40701
MarketingDisketteItemType1396                     ,13,فروش دارايي,,13,,GNR,40702
MarketingDisketteItemType1396                     ,17,ترخيص,,17,,GNR,40703
MarketingDisketteItemType1396                     ,18,بارنامه,,18,,GNR,40704
MarketingDisketteItemType1396                     ,19,بيمه نامه,,19,,GNR,40705
ItemCategoryForTax96                              ,1,دارو,,0,,GNR,40706
ItemCategoryForTax96                              ,2,دخانيات,,1,,GNR,40707
ItemCategoryForTax96                              ,3,موبايل,,2,,GNR,40708
ItemCategoryForTax96                              ,4,لوازم خانگي برقي,,3,,GNR,40709
ItemCategoryForTax96                              ,5,قطعات مصرفي و يدكي وسايل نقليه,,4,,GNR,40710
ItemCategoryForTax96                              ,6,فراورده ها و مشتقات نفتي و گازي و پتروشيميايي,,5,,GNR,40711
ItemCategoryForTax96                              ,7,طلا اعم از شمش ،مسكوكات و مصنوعات زينتي,,6,,GNR,40712
ItemCategoryForTax96                              ,8,منسوجات و پوشاك,,7,,GNR,40713
ItemCategoryForTax96                              ,9,اسباب بازي,,8,,GNR,40714
ItemCategoryForTax96                              ,10,دام زنده، گوشت سفيد و قرمز,,9,,GNR,40715
ItemCategoryForTax96                              ,11,محصولات اساسي كشاورزي,,10,,GNR,40716
ItemCategoryForTax96                              ,12,ساير كالا ها و خدمات,,11,,GNR,40717
MarketingDisketteType                             ,1,خريد,,1,,GNR,40718
MarketingDisketteType                             ,2,فروش,,2,,GNR,40719
MarketingDisketteType                             ,3,خريد و فروش,,3,,GNR,40720
MarketingDisketteType                             ,4,صورت وضعيت,,4,,GNR,40721
MarketingDisketteType                             ,5,خريد و صورت وضعيت,,5,,GNR,40722
MarketingDisketteType                             ,6,فروش و صورت وضعيت,,6,,GNR,40723
MarketingDisketteType                             ,7,همه,,7,,GNR,40724
MarketingDisketteItemType                         ,1,فاكتور,,1,,GNR,40725
MarketingDisketteItemType                         ,2,رسيد انبار,,2,,GNR,40726
MarketingDisketteItemType                         ,3,فاكتور برگشتي,,3,,GNR,40727
MarketingDisketteItemType                         ,4,برگشت رسيد,,4,,GNR,40728
MarketingDisketteItemType                         ,5,فاكتور خريد خدمات,,5,,GNR,40729
MarketingDisketteItemType                         ,6,صورت وضعيت,,6,,GNR,40730
PeriodType                                        ,1,فصلي,,1,,GNR,40731
PeriodType                                        ,2,ماهانه,,2,,GNR,40732
MessageSendState                                  ,1,ارسال نشده,,1,,MSG,40733
MessageSendState                                  ,2,آماده ارسال,,2,,MSG,40734
MessageSendState                                  ,3,در حال ارسال,,3,,MSG,40735
MessageSendState                                  ,4,ارسال شده,,4,,MSG,40736
MessageSendState                                  ,5,ناموفق,,5,,MSG,40737
MessageSendState                                  ,6,لغو شده,,6,,MSG,40738
MessageSendState                                  ,7,نامشخص,,7,,MSG,40739
ContactType                                       ,0,,,0,,FMK,40740
ContactType                                       ,1,طرف حساب,,1,,FMK,40741
ContactType                                       ,2,كاربر,,2,,FMK,40742
ContactType                                       ,3,ساير مخاطبين,,3,,FMK,40743
SimpleFilterCondition                             ,0,بزرگتر,,1,,FMK,40744
SimpleFilterCondition                             ,1,بزرگتر يا مساوي,,2,,FMK,40745
SimpleFilterCondition                             ,2,كوچكتر,,3,,FMK,40746
SimpleFilterCondition                             ,3,كوچكتر يا مساوي,,4,,FMK,40747
SimpleFilterCondition                             ,4,مشابه,,5,,FMK,40748
SimpleFilterCondition                             ,5,مساوي,,7,,FMK,40749
SimpleFilterCondition                             ,6,نامساوي,,8,,FMK,40750
SimpleFilterCondition                             ,7,خالي باشد,,9,,FMK,40751
SimpleFilterCondition                             ,10,نامشابه,,6,,FMK,40752
SimpleFilterCondition                             ,11,خالي نباشد,,10,,FMK,40753
FilterOperator                                    ,1,و,,1,,FMK,40754
FilterOperator                                    ,2,يا,,2,,FMK,40755
OrderState                                        ,1,ثبت شده,,1,,DST,40756
OrderState                                        ,2,تاييد شده,,2,,DST,40757
OrderState                                        ,3,رد شده,,3,,DST,40758
OrderState                                        ,4,خاتمه يافته,,4,,DST,40759
AddressType                                       ,1,محل فعاليت,,1,,GNR,40760
AddressType                                       ,2,ارسال صورتحساب,,2,,GNR,40761
AddressType                                       ,3,ارسال كالا,,3,,GNR,40762
AddressType                                       ,4,انبار,,4,,GNR,40763
AddressType                                       ,5,منزل,,5,,GNR,40764
AddressType                                       ,6,رسمي,,6,,GNR,40765
AddressType                                       ,7,پستي,,7,,GNR,40766
AddressType                                       ,8,ساير,,8,,GNR,40767
PartyType                                         ,1,شخص حقيقي,,1,,GNR,40768
PartyType                                         ,2,شخص حقوقي,,2,,GNR,40769
PartySubType                                      ,1,وزارتخانه,,1,,GNR,40770
PartySubType                                      ,2,موسسه دولتي,,2,,GNR,40771
PartySubType                                      ,3,شركت دولتي,,3,,GNR,40772
PartySubType                                      ,4,ساير دستگاه هاي دولتي,,4,,GNR,40773
PartySubType                                      ,5,نهادهاي عمومي غير دولتي,,5,,GNR,40774
PartySubType                                      ,6,بخش خصوصي,,6,,GNR,40775
PartySubType                                      ,7,ساير,,7,,GNR,40776
PhoneType                                         ,1,تلفن دفتر,,1,,GNR,40777
PhoneType                                         ,2,تلفن همراه,,2,,GNR,40778
PhoneType                                         ,3,تلفن منزل,,3,,GNR,40779
PhoneType                                         ,4,تلفن ساير,,4,,GNR,40780
PhoneType                                         ,5,دورنگار دفتر,,5,,GNR,40781
PhoneType                                         ,6,دورنگار منزل,,6,,GNR,40782
PhoneType                                         ,7,دورنگار ساير,,7,,GNR,40783
PartyOpeningBalanceType                           ,0,مشتري,,0,,GNR,40784
PartyOpeningBalanceType                           ,1,تامين كننده,,1,,GNR,40785
PartyOpeningBalanceType                           ,2,واسط,,2,,GNR,40786
CustomerCategoryForTax                            ,1,فروش توسط ماشينهاي فروش Pos,,1,,GNR,40787
CustomerCategoryForTax                            ,2,عادي,,2,,GNR,40788
CustomerCategoryForTax                            ,3,طرف معامله خارجي كه در ايران اقامت و فعاليت اقتصادي ندارند,,3,,GNR,40789
CreditCheckingType                                ,1,هشدار در صورت بيشتر شدن مانده از اعتبار,,1,,GNR,40790
CreditCheckingType                                ,2,جلوگيري از عمليات در صورت بيشتر شدن مانده از اعتبار,,2,,GNR,40791
CreditCheckingType                                ,3,هيچكدام,,3,,GNR,40792
NationalityType                                   ,1,ايراني,,1,,PAY,40793
NationalityType                                   ,2,غير ايراني,,2,,PAY,40794
MarriageStatus                                    ,0, ,,0,,PAY,40795
MarriageStatus                                    ,1,مجرد,,1,,PAY,40796
MarriageStatus                                    ,2,متاهل,,2,,PAY,40797
MarriageStatus                                    ,3,معيل,,3,,PAY,40798
EducationDegree                                   ,0, ,,0,,PAY,40799
EducationDegree                                   ,1,بيسواد,,1,,PAY,40800
EducationDegree                                   ,2,كم سواد,,2,,PAY,40801
EducationDegree                                   ,3,ابتدايي,,3,,PAY,40802
EducationDegree                                   ,4,سيكل,,4,,PAY,40803
EducationDegree                                   ,5,زير ديپلم,,5,,PAY,40804
EducationDegree                                   ,6,ديپلم يا معادل آن,,6,,PAY,40805
EducationDegree                                   ,7,كارشناسي يا معادل آن,,8,,PAY,40806
EducationDegree                                   ,8,كارشناسي ارشد يا معادل آن,,9,,PAY,40807
EducationDegree                                   ,9,دكتري يا معادل آن,,10,,PAY,40808
EducationDegree                                   ,10,فوق دكتري يا معادل آن,,11,,PAY,40809
EducationDegree                                   ,11,فوق ديپلم,,7,,PAY,40810
MilitaryStatus                                    ,0, ,,0,,PAY,40811
MilitaryStatus                                    ,1,انجام داده,,1,,PAY,40812
MilitaryStatus                                    ,2,انجام نداده,,2,,PAY,40813
MilitaryStatus                                    ,3,معافيت پزشكي,,3,,PAY,40814
MilitaryStatus                                    ,4,معافيت غير پزشكي,,4,,PAY,40815
MilitaryStatus                                    ,5,خريد خدمت,,5,,PAY,40816
MilitaryStatus                                    ,6,جانباز,,6,,PAY,40817
MilitaryStatus                                    ,7,آزاده,,7,,PAY,40818
MilitaryStatus                                    ,8,ايثارگر,,8,,PAY,40819
ElementClass                                      ,1,كاركرد,,1,,PAY,40820
ElementClass                                      ,2,مزايا,,2,,PAY,40821
ElementClass                                      ,3,كسور,,3,,PAY,40822
ElementClass                                      ,4,تعهدات كارفرما,,4,,PAY,40823
ElementTaxType                                    ,0,,,0,,PAY,40824
ElementTaxType                                    ,15,(مبلغ حق الزحمه/حق مشاوره/حق حضور/حق نظارت/حق التاليف/ حق فني/ پاداش شوراي حل اختلاف (ستون شماره 15,,1,,PAY,40825
ElementTaxType                                    ,16,(مبلغ قراردادهاي پژوهشي (ستون شماره 16,,2,,PAY,40826
ElementTaxType                                    ,17,(اضافه كاري (ستون شماره 17,,3,,PAY,40827
ElementTaxType                                    ,18,(هزينه سفر (ستون شماره 18,,4,,PAY,40828
ElementTaxType                                    ,19,(فوق العاده مسافرت (ماموريت) (ستون شماره 19,,5,,PAY,40829
ElementTaxType                                    ,20,(كارانه (ستون شماره 20,,6,,PAY,40830
ElementTaxType                                    ,21,(پاداش (به استثناي پاداش آخر سال و پاداش پايان خدمت و پاداش بهره وري) (ستون شماره 21,,7,,PAY,40831
ElementTaxType                                    ,24,(پاداش پايان خدمت (ستون شماره 24,,8,,PAY,40832
ElementTaxType                                    ,25,(خسارت اخراج (ستون شماره 25,,9,,PAY,40833
ElementTaxType                                    ,26,(بازخريد خدمت (ستون شماره 26,,10,,PAY,40834
ElementTaxType                                    ,36,(حق التدريس/حق التحقيق/ حق پژوهش (ستون شماره 36,,11,,PAY,40835
ElementTaxType                                    ,37,(حق كشيك (ستون شماره 37,,12,,PAY,40836
ElementTaxType                                    ,38,(رفاهي و انگيزشي و بهره وري (ستون شماره 38,,13,,PAY,40837
ElementTaxType                                    ,39,(حق السعي (به استثناي مزد، حقوق، پاداش) (ستون شماره 39,,14,,PAY,40838
ElementTaxType                                    ,512,مزاياي غير نقدي,,15,,PAY,40839
ElementType                                       ,1,كاركرد-روز,,1,,PAY,40840
ElementType                                       ,2,كاركرد-ساعت و دقيقه,,2,,PAY,40841
ElementType                                       ,3,كاركرد- درصدي,,3,,PAY,40842
ElementType                                       ,4,قراردادي-ثابت,,4,,PAY,40843
ElementType                                       ,5,محاسباتي,,5,,PAY,40844
ElementType                                       ,6,ورود دستي,,6,,PAY,40845
ElementNormalType                                 ,1,عادي,,1,,PAY,40846
ElementNormalType                                 ,2,فوق العاده,,2,,PAY,40847
ElementCalcType                                   ,0,,,1,,PAY,40848
ElementCalcType                                   ,1,روزانه,,2,,PAY,40849
ElementCalcType                                   ,2,ساعتي,,3,,PAY,40850
ElementCalcType                                   ,3,درصد/عدد,,4,,PAY,40851
ElementDenominatorsType                           ,0,,,1,,PAY,40852
ElementDenominatorsType                           ,1,عدد ثابت,,2,,PAY,40853
ElementDenominatorsType                           ,2,روزهاي ماه,,3,,PAY,40854
TaxGroupType                                      ,0,عدم معافيت,,1,,PAY,40855
TaxGroupType                                      ,1,شاغلين در مناطق محروم,,2,,PAY,40856
TaxGroupType                                      ,2,آزادگان,,3,,PAY,40857
TaxGroupType                                      ,3,جانباز,,4,,PAY,40858
TaxGroupType                                      ,4,پرسنل نيروهاي مسلح ,,5,,PAY,40859
TaxGroupType                                      ,5,وزارت اطلاعات,,7,,PAY,40860
TaxGroupType                                      ,6,مناطق آزاد تجاري-صنعتي,,8,,PAY,40861
TaxGroupType                                      ,7,آزاده و جانباز,,9,,PAY,40862
TaxGroupType                                      ,8,بازنشسته ، وظيفه و مستمري بگير,,10,,PAY,40863
BranchType                                        ,1,تامين اجتماعي,,1,,PAY,40864
BranchType                                        ,2,وزارت دارايي,,2,,PAY,40865
BranchType                                        ,3,بيمه تكميلي,,3,,PAY,40866
AdjustmentType                                    ,0,,,0,,PAY,40867
AdjustmentType                                    ,1,تعديل ماهانه,,1,,PAY,40868
AdjustmentType                                    ,2,تعديل سالانه,,2,,PAY,40869
AdjustmentType                                    ,3,بدون تعديل,,3,,PAY,40870
AdjustmentType                                    ,4,تعديل ماهانه در سطح ماه,,4,,PAY,40871
PrimaryTaxPayerType                               ,1,شخص حقيقي,,1,,PAY,40872
PrimaryTaxPayerType                               ,2,شخص حقوقي,,2,,PAY,40873
SecondaryTaxPayerType                             ,1,وزارت خانه,,1,,PAY,40874
SecondaryTaxPayerType                             ,2,موسسه دولتي,,2,,PAY,40875
SecondaryTaxPayerType                             ,3,شركت دولتي,,3,,PAY,40876
SecondaryTaxPayerType                             ,4,ساير دستگاه هاي دولتي,,4,,PAY,40877
SecondaryTaxPayerType                             ,5,نهادهاي عمومي غير دولتي,,5,,PAY,40878
SecondaryTaxPayerType                             ,6,بخش خصوصي,,6,,PAY,40879
SecondaryTaxPayerType                             ,7,ساير پرداخت كنندگان حقوق,,7,,PAY,40880
SexType                                           ,1,مرد,,1,,PAY,40881
SexType                                           ,2,زن,,2,,PAY,40882
GuildType                                         ,0,ساير,,1,,PAY,40883
GuildType                                         ,1,اداري مالي,,2,,PAY,40884
GuildType                                         ,2,آموزشي فرهنگي,,3,,PAY,40885
GuildType                                         ,3,امور اجتماعي,,4,,PAY,40886
GuildType                                         ,4,فناوري اطلاعات,,5,,PAY,40887
GuildType                                         ,5,بهداشت و درمان,,6,,PAY,40888
GuildType                                         ,6,فني مهندسي,,7,,PAY,40889
GuildType                                         ,7,خدمات,,8,,PAY,40890
GuildType                                         ,8,كشاورزي و محيط زيست,,9,,PAY,40891
GuildType                                         ,9,بازاريابي و فروش,,10,,PAY,40892
GuildType                                         ,10,حراست و نگهباني,,11,,PAY,40893
GuildType                                         ,11,كارگري,,12,,PAY,40894
GuildType                                         ,12,ترابري,,13,,PAY,40895
GuildType                                         ,13,توليدي,,14,,PAY,40896
GuildType                                         ,14,كنترل كيفي,,15,,PAY,40897
GuildType                                         ,15,تحقيقات,,16,,PAY,40898
GuildType                                         ,16,انبارداري,,17,,PAY,40899
GuildType                                         ,17,قضات,,18,,PAY,40900
GuildType                                         ,18,اعضاي هيئت علمي دانشگاه ها و موسسات آموزش عالي,,19,,PAY,40901
EmployeeStatus                                    ,1,عادي,,1,,PAY,40902
EmployeeStatus                                    ,2,جانباز,,2,,PAY,40903
EmployeeStatus                                    ,3,فرزند شهيد,,3,,PAY,40904
EmployeeStatus                                    ,4,آزاده,,4,,PAY,40905
EmployeeStatus                                    ,5,نيروهاي مسلح(نظامي يا انتظامي),,5,,PAY,40906
EmployeeStatus                                    ,6,ساير مشمولين بند 14 ماده 91,,6,,PAY,40907
EmployeeStatus                                    ,7,اتباع خارجي مشمول قانون اجتناب از اخذ ماليات مضاعف,,7,,PAY,40908
EmployeeStatus                                    ,10,مشمولين ماده 25 قانون حمايت از حقوق معلولان,,8,,PAY,40909
TaxType                                           ,1,حقوق,,1,,PAY,40910
TaxType                                           ,2,عيدي,,2,,PAY,40911
PaymentChequeState                                ,1,پرداخت شده,,1,,RPA,40912
PaymentChequeState                                ,2,مسترد شده,,2,,RPA,40913
PaymentChequeState                                ,4,ابطال شده,,4,,RPA,40914
PaymentType                                       ,1, به مشتري,,2,,RPA,40915
PaymentType                                       ,2,پرداخت به ساير,,4,,RPA,40916
PaymentType                                       ,4,بانك به بانك,,5,,RPA,40917
PaymentType                                       ,8,بانك به صندوق,,6,,RPA,40918
