Type,Code,Title,Title_En,DisplayOrder,Extra,System,LookupID
TaxPayerPartyType                                 ,2,حقوقي,,2,,GNR,41524
TaxPayerPartyType                                 ,3,مشاركت مدني,,3,,GNR,41525
TaxPayerPartyType                                 ,4,اتباع غير ايراني,,4,,GNR,41526
TaxPayerBillSubmitType                            ,0,,,0,,GNR,41527
TaxPayerBillSubmitType                            ,1,ارسال مستقيم اطلاعات به سامانه,,1,,GNR,41528
TaxPayerBillSubmitType                            ,2,ارسال اطلاعات از طريق شركت معتمد سام,,2,,GNR,41529
TaxPayerBillSubmitType                            ,3,ارسال اطلاعات از طريق شركت معتمد كيسان,,3,,GNR,41530
TaxPayerBillSubmitType                            ,4,ارسال اطلاعات از طريق شركت معتمد تيس,,4,,GNR,41531
TaxPayerBillSubmitType                            ,5,ارسال مستقيم اطلاعات به سامانه نسخه 2,,1,,GNR,41532
TaxPayerBillState                                 ,0,,,0,,GNR,41533
TaxPayerBillState                                 ,1,نياز به ارسال,,1,,GNR,41534
TaxPayerBillState                                 ,2,در انتظار استعلام,,2,,GNR,41535
TaxPayerBillState                                 ,3,خطا در ارسال,,3,,GNR,41536
TaxPayerBillState                                 ,4,ارسال شده,,4,,GNR,41537
TaxPayerBillStateInWorkBook                       ,0,,,0,,GNR,41538
TaxPayerBillStateInWorkBook                       ,1,تاييد,,1,,GNR,41539
TaxPayerBillStateInWorkBook                       ,2,رد,,2,,GNR,41540
TaxPayerBillStateInWorkBook                       ,3,عدم نياز به واكنش,,3,,GNR,41541
TaxPayerBillStateInWorkBook                       ,4,در انتظار واكنش,,4,,GNR,41542
TaxPayerBillActionType                            ,0,,,0,,GNR,41543
TaxPayerBillActionType                            ,1,اصلي,,1,,GNR,41544
TaxPayerBillActionType                            ,2,اصلاحي,,2,,GNR,41545
TaxPayerBillActionType                            ,3,ابطالي,,3,,GNR,41546
TaxPayerBillActionType                            ,4,برگشت از فروش,,4,,GNR,41547
TaxPayerBillBillType                              ,0,,,0,,GNR,41548
TaxPayerBillBillType                              ,1,نوع اول,,1,,GNR,41549
TaxPayerBillBillType                              ,2,نوع دوم,,2,,GNR,41550
TaxPayerBillBillPattern                           ,0,,,0,,GNR,41551
TaxPayerBillBillPattern                           ,1,فروش,,1,,GNR,41552
TaxPayerBillBillPattern                           ,2,فروش ارز,,2,,GNR,41553
TaxPayerBillBillPattern                           ,4,قرارداد پيمانكاري,,4,,GNR,41554
TaxPayerBillBillPattern                           ,7,صادرات,,7,,GNR,41555
TaxPayerBillSettlementType                        ,0,,,0,,GNR,41556
TaxPayerBillSettlementType                        ,1,نقدي,,1,,GNR,41557
TaxPayerBillSettlementType                        ,2,نسيه,,2,,GNR,41558
TaxPayerBillSettlementType                        ,3,نقدي / نسيه,,3,,GNR,41559
BillSubmitLogRequestType                          ,1,ارسال,,1,,GNR,41560
BillSubmitLogRequestType                          ,2,استعلام,,1,,GNR,41561
BillRelatedVoucherType                            ,0,,,0,,GNR,41562
BillRelatedVoucherType                            ,1,فاكتور,,1,,GNR,41563
BillRelatedVoucherType                            ,2,صورت وضعيت,,2,,GNR,41564
BillRelatedVoucherType                            ,3,اظهارنامه گمركي,,3,,GNR,41565
BillRelatedVoucherType                            ,4,فروش دارايي,,4,,GNR,41566
BillMakingMethod                                  ,0,,,0,,GNR,41567
BillMakingMethod                                  ,1,خودكار,,1,,GNR,41568
BillMakingMethod                                  ,2,دستي,,2,,GNR,41569
TaxPayerBillEntityType                            ,1,فاكتور,,1,,GNR,41570
TaxPayerBillEntityType                            ,2,فاكتور برگشتي,,2,,GNR,41571
TaxPayerBillEntityType                            ,3,فاكتور صادرات خدمات,,3,,GNR,41572
TaxPayerBillEntityType                            ,4,صورت وضعيت,,4,,GNR,41573
TaxPayerBillEntityType                            ,5,اظهارنامه گمركي,,5,,GNR,41574
TaxPayerBillEntityType                            ,6,فاكتور فروش دارايي ثابت,,6,,GNR,41575
VatItemType                                       ,1,1-فاكتور فروش,,1,,GNR,41576
VatItemType                                       ,2,2-فاكتور برگشتي,,2,,GNR,41577
VatItemType                                       ,3,3-رسيد انبار,,3,,GNR,41578
VatItemType                                       ,4,4-برگشت رسيد ,,4,,GNR,41579
VatItemType                                       ,5,5-فاكتور خريد خدمات ,,5,,GNR,41580
VatItemType                                       ,6,6-فاكتور خريد دارايي ,,6,,GNR,41581
VatItemType                                       ,7,7-فروش دارايي ,,7,,GNR,41582
VatItemType                                       ,8,8-صورت وضعيت پيمانكار,,8,,GNR,41583
VatItemType                                       ,9,9-صورت وضعيت پيمانكار جزء,,9,,GNR,41584
VatItemType                                       ,10,10-ترخيص,,10,,GNR,41585
VatItemType                                       ,11,11-بارنامه,,11,,GNR,41586
VatItemType                                       ,12,12-بيمه نامه,,12,,GNR,41587
DomesticType                                      ,1,داخلي,,1,,GNR,41588
DomesticType                                      ,2,خارجي,,2,,GNR,41589
VoucherItemTrackingVoucherType                    ,1,فاكتور فروش,,1,,INV,41590
VoucherItemTrackingVoucherType                    ,2,فاكتور برگشتي,,2,,INV,41591
VoucherItemTrackingVoucherType                    ,3,رسيد انبار,,3,,INV,41592
VoucherItemTrackingVoucherType                    ,4,برگشت رسيد انبار,,4,,INV,41593
VoucherItemTrackingVoucherType                    ,5,خروج انبار,,5,,INV,41594
VoucherItemTrackingVoucherType                    ,6,برگشت خروج انبار,,6,,INV,41595
RecordType                                        ,1,بانك ها,,1,,ACC,41596
RecordType                                        ,2,صندوق ها,,2,,ACC,41597
RecordType                                        ,3,كارت خوان ها,,3,,ACC,41598
RecordType                                        ,4,مشتريان,,4,,ACC,41599
RecordType                                        ,5,تامين كنندگان,,5,,ACC,41600
RecordType                                        ,6,چكهاي استقرار دريافتي,,6,,ACC,41601
RecordType                                        ,7,چكهاي استقرار پرداختي,,7,,ACC,41602
RecordType                                        ,8,    كالا  ,,8,,ACC,41603
RecordType                                        ,9,    دارايي  ,,9,,ACC,41604
RecordType                                        ,10,استهلاك انباشته دارايي,,10,,ACC,41605
RecordType                                        ,11,واسط,,11,,ACC,41606
RecordType                                        ,12,تنخواه دار,,12,,ACC,41607
VoucherState                                      ,1,موقت,,1,,ACC,41608
VoucherState                                      ,2,دائم,,2,,ACC,41609
VoucherType                                       ,1,عمومي,,1,,ACC,41610
VoucherType                                       ,2,ساير سيستم ها,,2,,ACC,41611
VoucherType                                       ,3,بستن حسابها,,3,,ACC,41612
VoucherType                                       ,4,اختتاميه,,4,,ACC,41613
VoucherType                                       ,5,افتتاحيه,,5,,ACC,41614
VoucherType                                       ,6,تسعير,,6,,ACC,41615
ProductOrderState                                 ,0,,,0,,WKO,41616
ProductOrderState                                 ,1,درحال توليد,,1,,WKO,41617
ProductOrderState                                 ,2,اتمام توليد,,2,,WKO,41618
ProductOrderState                                 ,3,محاسبه شده,,3,,WKO,41619
ProductionForecastDisplayMethod                   ,1,نمايش مواد اوليه,,1,,WKO,41620
ProductionForecastDisplayMethod                   ,2,نمايش مواد نيمه ساخته,,2,,WKO,41621
ProductionForecastDisplayMethod                   ,3,نمايش هر دو,,3,,WKO,41622
