Date,Loan,ContractRef,ContractingStatus,BankAccountRef,SubmitedToBankCheque,CashRef,InCashCheque,ProtestedCheque,PartyRef,CustomerRemaining,IsCustomerOpening
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6200000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2800000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8950000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6370000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,21000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10680000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,12050000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3550000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7750000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8750000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8750000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6250000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11690000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2900000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8380000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6250000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,16400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,17900000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,30300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8200000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,15500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7750000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10800000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,17450000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8950000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7900000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4050000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,10850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6050000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4250000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,250000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,17500000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,16000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8950000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8200000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3150000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5300000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,26600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2800000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,34,2700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,139,2600000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,62,5000000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,76,100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,62,650000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,135,100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,850000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-3207250000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,23900000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-480220000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,98,15400000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,152,2070000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,64,-100000.0000,0
2026-03-27,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-6600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-4100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,152,705000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,182,771200.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-277110000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,-2898240000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,147,-16000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,152,1782000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,37600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,14300000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3900000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,28600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,19000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5300000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8980000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6800000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6400000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9880000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,41,2500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6900000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,42050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,870000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6070000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,9100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,140,2200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9880000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10450000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11690000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4550000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,20100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,16400000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6270000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11470000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8980000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,2850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,49,7000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3900000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11380000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7150000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6550000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6250000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11850000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,10600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,34450000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6670000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5800000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10750000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,17110000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6450000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6200000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,18450000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,22000000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3800000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,31600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8950000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11740000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9800000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,20050000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11590000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13590000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2300000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7550000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8950000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,17110000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7350000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7600000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8500000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7450000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8250000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,25250000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5670000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,24550000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6100000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,800000.0000,0
2026-03-28,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5500000.0000,0
