Date,Loan,ContractRef,ContractingStatus,BankAccountRef,SubmitedToBankCheque,CashRef,InCashCheque,ProtestedCheque,PartyRef,CustomerRemaining,IsCustomerOpening
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6450000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,25250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,15600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8980000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8980000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,76,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,10800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,23950000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,40500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6720000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,15200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14390000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,13650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,24200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,16100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6550000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5390000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7870000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,15600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,16000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4150000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,21830000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,138,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8370000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,4550000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6670000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6570000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,15010000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,33020000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6270000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,35100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,42300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5200000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,7800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,24270000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3450000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6270000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,20290000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,24450000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,15850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,3500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,3250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,18900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7570000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7190000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,173,14400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,18400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6170000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6150000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8990000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,27850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8150000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,19900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11950000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,18900000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,6500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,11450000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6050000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,14350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,2700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,5300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,7270000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,23740000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6250000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,11650000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,9850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6270000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6170000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,65800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8800000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,13100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,18350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,12850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8300000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5950000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,8350000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5920000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,9000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,1600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,12950000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6000000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,12290000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6100000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5700000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,4400000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,850000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,5670000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,8750000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,67,10500000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,10600000.0000,0
2026-03-21,0.0000,,0.0000,,0.0000,,0.0000,0.0000,19,6250000.0000,0
