SchedulingItemId,SchedulingRef,DateTime
69,-1,2018-05-28 00:00:00
70,-1,2018-05-29 00:00:00
71,-1,2018-05-30 00:00:00
72,-1,2018-05-31 00:00:00
73,-1,2018-06-01 00:00:00
74,-1,2018-06-02 00:00:00
75,-1,2018-06-03 00:00:00
76,-1,2018-06-04 00:00:00
77,-1,2018-06-05 00:00:00
78,-1,2018-06-06 00:00:00
79,-1,2018-06-07 00:00:00
80,-1,2018-06-08 00:00:00
81,-1,2018-06-09 00:00:00
82,-1,2018-06-10 00:00:00
83,-1,2018-06-11 00:00:00
84,-1,2018-06-12 00:00:00
85,-1,2018-06-13 00:00:00
86,-1,2018-06-14 00:00:00
87,-1,2018-06-15 00:00:00
88,-1,2018-06-16 00:00:00
89,-1,2018-06-17 00:00:00
90,-1,2018-06-18 00:00:00
91,-1,2018-06-19 00:00:00
92,-1,2018-06-20 00:00:00
93,-1,2018-06-21 00:00:00
94,-1,2018-06-22 00:00:00
95,-1,2018-06-23 00:00:00
96,-1,2018-06-24 00:00:00
97,-1,2018-06-25 00:00:00
98,-1,2018-06-26 00:00:00
99,-1,2018-06-27 00:00:00
100,-1,2018-06-28 00:00:00
101,-1,2018-06-29 00:00:00
102,-1,2018-06-30 00:00:00
103,-1,2018-07-01 00:00:00
104,-1,2018-07-02 00:00:00
105,-1,2018-07-03 00:00:00
106,-1,2018-07-04 00:00:00
107,-1,2018-07-05 00:00:00
108,-1,2018-07-06 00:00:00
109,-1,2018-07-07 00:00:00
110,-1,2018-07-08 00:00:00
111,-1,2018-07-09 00:00:00
112,-1,2018-07-10 00:00:00
113,-1,2018-07-11 00:00:00
114,-1,2018-07-12 00:00:00
115,-1,2018-07-13 00:00:00
116,-1,2018-07-14 00:00:00
117,-1,2018-07-15 00:00:00
118,-1,2018-07-16 00:00:00
119,-1,2018-07-17 00:00:00
120,-1,2018-07-18 00:00:00
121,-1,2018-07-19 00:00:00
122,-1,2018-07-20 00:00:00
123,-1,2018-07-21 00:00:00
124,-1,2018-07-22 00:00:00
125,-1,2018-07-23 00:00:00
126,-1,2018-07-24 00:00:00
127,-1,2018-07-25 00:00:00
128,-1,2018-07-26 00:00:00
129,-1,2018-07-27 00:00:00
130,-1,2018-07-28 00:00:00
131,-1,2018-07-29 00:00:00
132,-1,2018-07-30 00:00:00
133,-1,2018-07-31 00:00:00
134,-1,2018-08-01 00:00:00
135,-1,2018-08-02 00:00:00
136,-1,2018-08-03 00:00:00
137,-1,2018-08-04 00:00:00
138,-1,2018-08-05 00:00:00
139,-1,2018-08-06 00:00:00
140,-1,2018-08-07 00:00:00
141,-1,2018-08-08 00:00:00
142,-1,2018-08-09 00:00:00
143,-1,2018-08-10 00:00:00
144,-1,2018-08-11 00:00:00
145,-1,2018-08-12 00:00:00
146,-1,2018-08-13 00:00:00
147,-1,2018-08-14 00:00:00
148,-1,2018-08-15 00:00:00
149,-1,2018-08-16 00:00:00
150,-1,2018-08-17 00:00:00
151,-1,2018-08-18 00:00:00
152,-1,2018-08-19 00:00:00
153,-1,2018-08-20 00:00:00
154,-1,2018-08-21 00:00:00
155,-1,2018-08-22 00:00:00
156,-1,2018-08-23 00:00:00
157,-1,2018-08-24 00:00:00
158,-1,2018-08-25 00:00:00
159,-1,2018-08-26 00:00:00
160,-1,2018-08-27 00:00:00
161,-1,2018-08-28 00:00:00
162,-1,2018-08-29 00:00:00
163,-1,2018-08-30 00:00:00
164,-1,2018-08-31 00:00:00
165,-1,2018-09-01 00:00:00
166,-1,2018-09-02 00:00:00
167,-1,2018-09-03 00:00:00
168,-1,2018-09-04 00:00:00
169,-1,2018-09-05 00:00:00
170,-1,2018-09-06 00:00:00
171,-1,2018-09-07 00:00:00
172,-1,2018-09-08 00:00:00
173,-1,2018-09-09 00:00:00
174,-1,2018-09-10 00:00:00
175,-1,2018-09-11 00:00:00
176,-1,2018-09-12 00:00:00
177,-1,2018-09-13 00:00:00
178,-1,2018-09-14 00:00:00
179,-1,2018-09-15 00:00:00
180,-1,2018-09-16 00:00:00
181,-1,2018-09-17 00:00:00
182,-1,2018-09-18 00:00:00
183,-1,2018-09-19 00:00:00
184,-1,2018-09-20 00:00:00
185,-1,2018-09-21 00:00:00
186,-1,2018-09-22 00:00:00
187,-1,2018-09-23 00:00:00
188,-1,2018-09-24 00:00:00
189,-1,2018-09-25 00:00:00
190,-1,2018-09-26 00:00:00
191,-1,2018-09-27 00:00:00
192,-1,2018-09-28 00:00:00
193,-1,2018-09-29 00:00:00
194,-1,2018-09-30 00:00:00
195,-1,2018-10-01 00:00:00
196,-1,2018-10-02 00:00:00
197,-1,2018-10-03 00:00:00
198,-1,2018-10-04 00:00:00
199,-1,2018-10-05 00:00:00
200,-1,2018-10-06 00:00:00
201,-1,2018-10-07 00:00:00
202,-1,2018-10-08 00:00:00
203,-1,2018-10-09 00:00:00
204,-1,2018-10-10 00:00:00
205,-1,2018-10-11 00:00:00
206,-1,2018-10-12 00:00:00
207,-1,2018-10-13 00:00:00
208,-1,2018-10-14 00:00:00
209,-1,2018-10-15 00:00:00
210,-1,2018-10-16 00:00:00
211,-1,2018-10-17 00:00:00
212,-1,2018-10-18 00:00:00
213,-1,2018-10-19 00:00:00
214,-1,2018-10-20 00:00:00
215,-1,2018-10-21 00:00:00
216,-1,2018-10-22 00:00:00
217,-1,2018-10-23 00:00:00
218,-1,2018-10-24 00:00:00
219,-1,2018-10-25 00:00:00
220,-1,2018-10-26 00:00:00
221,-1,2018-10-27 00:00:00
222,-1,2018-10-28 00:00:00
223,-1,2018-10-29 00:00:00
224,-1,2018-10-30 00:00:00
225,-1,2018-10-31 00:00:00
226,-1,2018-11-01 00:00:00
227,-1,2018-11-02 00:00:00
228,-1,2018-11-03 00:00:00
229,-1,2018-11-04 00:00:00
230,-1,2018-11-05 00:00:00
231,-1,2018-11-06 00:00:00
232,-1,2018-11-07 00:00:00
233,-1,2018-11-08 00:00:00
234,-1,2018-11-09 00:00:00
235,-1,2018-11-10 00:00:00
236,-1,2018-11-11 00:00:00
237,-1,2018-11-12 00:00:00
238,-1,2018-11-13 00:00:00
239,-1,2018-11-14 00:00:00
240,-1,2018-11-15 00:00:00
241,-1,2018-11-16 00:00:00
242,-1,2018-11-17 00:00:00
243,-1,2018-11-18 00:00:00
