PriceNoteID,Date,Title,Title_En,Version,Creator,CreationDate,LastModifier,LastModificationDate
1,2018-03-05 00:00:00,اعلاميه قيمت پيش فرض,اعلاميه قيمت پيش فرض,10,,,10,2026-06-14 12:47:55
